price,size,tenure,district,distance,reform,year
59,45,11,千代田区,2,0,0
120,55,2,千代田区,4,0,0
65,45,9,千代田区,3,0,0
45,35,20,千代田区,3,0,0
21,30,42,千代田区,2,0,0
30,45,48,千代田区,4,0,0
60,50,43,千代田区,3,0,0
32,35,45,千代田区,2,0,0
230,75,11,千代田区,6,0,0
86,50,29,千代田区,5,0,0
45,40,46,千代田区,3,0,0
52,35,5,千代田区,2,0,0
97,55,13,千代田区,2,0,0
64,40,8,千代田区,7,0,0
140,75,9,千代田区,5,0,0
140,55,22,千代田区,1,0,0
96,60,27,千代田区,2,0,0
170,75,22,千代田区,1,0,0
70,35,2,千代田区,2,0,0
100,55,25,千代田区,2,0,0
62,30,2,千代田区,2,0,0
62,30,2,千代田区,2,0,0
230,70,22,千代田区,1,0,0
180,70,22,千代田区,1,0,0
26,25,21,千代田区,2,0,0
44,35,18,千代田区,6,0,0
39,35,20,千代田区,6,0,0
73,40,10,千代田区,6,0,0
20,20,39,千代田区,4,0,0
98,70,23,千代田区,4,0,0
110,70,7,千代田区,2,0,0
110,70,7,千代田区,2,0,0
120,80,7,千代田区,1,0,0
80,40,8,千代田区,1,0,0
190,70,2,千代田区,3,0,0
120,80,44,千代田区,2,0,0
230,75,14,千代田区,2,0,0
150,90,38,千代田区,3,0,0
71,75,46,千代田区,2,0,0
90,55,40,千代田区,4,0,0
240,90,22,千代田区,5,0,0
250,75,17,千代田区,4,0,0
260,90,22,千代田区,3,0,0
18,15,53,千代田区,2,0,0
300,80,6,千代田区,4,0,0
280,105,26,千代田区,2,0,0
150,55,3,千代田区,4,0,0
31,25,20,千代田区,2,0,0
78,40,6,千代田区,5,0,0
130,60,10,千代田区,5,0,0
28,30,22,千代田区,2,0,0
44,30,22,千代田区,1,0,0
290,70,12,千代田区,3,0,0
240,65,12,千代田区,3,0,0
19,20,48,千代田区,1,0,0
18,15,50,千代田区,6,0,0
80,55,18,千代田区,5,0,0
31,25,25,千代田区,5,0,0
130,60,7,千代田区,6,0,0
42,30,19,千代田区,5,0,0
19,25,41,千代田区,9,0,0
47,35,4,千代田区,2,0,0
54,45,19,千代田区,5,0,0
27,25,21,千代田区,3,0,0
50,60,43,千代田区,3,0,0
140,75,11,千代田区,3,0,0
59,40,13,千代田区,5,0,0
55,35,12,千代田区,4,0,0
110,65,41,千代田区,1,0,0
140,55,22,千代田区,4,0,0
92,60,53,千代田区,2,0,0
52,45,61,千代田区,5,0,0
87,65,55,千代田区,1,1,0
130,85,53,千代田区,2,0,0
22,25,20,千代田区,4,0,0
99,50,15,千代田区,2,0,0
30,25,20,千代田区,5,0,0
83,55,12,千代田区,3,0,0
160,60,7,千代田区,5,0,0
50,25,7,千代田区,2,0,0
280,100,21,千代田区,3,0,0
110,60,3,千代田区,2,0,0
280,95,21,千代田区,5,0,0
270,120,48,千代田区,3,0,0
140,60,7,千代田区,5,0,0
53,60,38,千代田区,5,0,1
74,40,13,千代田区,3,0,1
43,25,6,千代田区,3,0,1
63,35,10,千代田区,3,0,1
110,70,27,千代田区,3,0,1
34,30,49,千代田区,3,0,1
190,60,8,千代田区,3,0,1
65,45,42,千代田区,2,0,1
400,75,12,千代田区,3,1,1
270,75,1,千代田区,5,0,1
170,60,18,千代田区,1,0,1
60,45,18,千代田区,6,0,1
75,45,9,千代田区,5,0,1
69,35,7,千代田区,5,0,1
130,70,26,千代田区,4,0,1
76,50,20,千代田区,5,0,1
70,35,12,千代田区,2,0,1
56,40,28,千代田区,2,0,1
48,35,17,千代田区,2,0,1
220,70,23,千代田区,1,0,1
77,35,19,千代田区,3,0,1
240,70,23,千代田区,1,0,1
200,75,23,千代田区,1,0,1
110,55,26,千代田区,2,0,1
40,40,42,千代田区,2,0,1
64,40,26,千代田区,3,0,1
70,30,2,千代田区,2,0,1
95,40,2,千代田区,2,0,1
130,55,14,千代田区,3,0,1
140,45,0,千代田区,3,0,1
99,45,9,千代田区,2,0,1
85,45,20,千代田区,4,0,1
120,60,8,千代田区,2,0,1
110,40,9,千代田区,1,0,1
270,85,3,千代田区,4,0,1
140,45,7,千代田区,1,1,1
23,25,44,千代田区,1,0,1
590,115,2,千代田区,8,0,1
22,25,40,千代田区,5,0,1
47,40,56,千代田区,7,0,1
36,30,20,千代田区,5,0,1
82,55,44,千代田区,2,0,1
25,25,44,千代田区,2,0,1
56,35,29,千代田区,3,0,1
230,75,27,千代田区,2,0,1
170,75,48,千代田区,4,0,1
96,40,7,千代田区,5,0,1
20,20,47,千代田区,6,0,1
240,70,13,千代田区,3,0,1
20,15,49,千代田区,3,0,1
57,30,9,千代田区,5,0,1
150,70,23,千代田区,8,0,1
78,45,7,千代田区,6,0,1
100,60,20,千代田区,5,0,1
76,40,11,千代田区,2,0,1
60,35,11,千代田区,3,0,1
17,25,45,千代田区,4,0,1
40,25,7,千代田区,6,0,1
63,40,28,千代田区,3,0,1
85,40,13,千代田区,3,1,1
67,45,44,千代田区,2,0,1
140,55,23,千代田区,4,0,1
73,35,13,千代田区,4,0,1
230,65,5,千代田区,2,0,1
100,55,23,千代田区,5,0,1
300,85,25,千代田区,3,0,1
340,85,15,千代田区,3,0,1
350,95,15,千代田区,3,0,1
110,60,49,千代田区,2,0,1
87,45,13,千代田区,5,0,1
220,65,8,千代田区,3,0,1
58,65,47,千代田区,2,0,1
49,45,10,千代田区,1,0,1
130,60,8,千代田区,4,0,1
180,70,8,千代田区,4,0,1
320,100,22,千代田区,5,0,1
130,60,7,千代田区,6,0,1
18,25,45,中央区,15,0,0
160,75,10,中央区,1,0,0
70,65,26,中央区,4,0,0
50,55,46,中央区,3,0,0
33,35,20,中央区,1,0,0
78,40,3,中央区,3,0,0
60,50,3,中央区,3,0,0
47,40,15,中央区,3,0,0
64,60,40,中央区,2,0,0
24,25,23,中央区,4,0,0
29,30,27,中央区,2,0,0
96,55,16,中央区,4,0,0
27,25,17,中央区,3,0,0
78,40,12,中央区,2,0,0
31,25,17,中央区,4,0,0
73,45,20,中央区,1,0,0
95,45,5,中央区,3,0,0
110,55,14,中央区,4,0,0
78,40,17,中央区,1,0,0
92,55,20,中央区,1,0,0
26,20,22,中央区,3,0,0
94,65,7,中央区,1,0,0
59,40,6,中央区,2,0,0
63,45,7,中央区,1,0,0
130,70,7,中央区,1,0,0
120,60,7,中央区,3,0,0
59,40,17,中央区,3,1,0
34,25,23,中央区,4,0,0
78,55,19,中央区,4,0,0
130,60,9,中央区,4,0,0
130,70,11,中央区,4,0,0
92,60,11,中央区,4,0,0
13,25,45,中央区,3,0,0
130,75,6,中央区,12,0,0
130,80,2,中央区,19,0,0
100,65,9,中央区,14,0,0
140,75,9,中央区,14,0,0
140,75,12,中央区,12,0,0
160,70,6,中央区,11,0,0
130,80,2,中央区,16,0,0
140,75,10,中央区,7,0,0
160,85,2,中央区,17,0,0
68,35,10,中央区,5,0,0
200,90,2,中央区,18,0,0
97,45,10,中央区,5,0,0
98,65,2,中央区,19,0,0
120,60,9,中央区,13,0,0
160,85,2,中央区,19,0,0
130,65,10,中央区,5,0,0
120,60,10,中央区,5,0,0
130,75,6,中央区,12,0,0
51,40,16,中央区,10,0,0
140,65,10,中央区,5,0,0
140,90,2,中央区,16,0,0
140,75,10,中央区,5,0,0
180,75,10,中央区,5,0,0
140,65,10,中央区,5,0,0
130,75,10,中央区,7,0,0
120,65,9,中央区,13,0,0
120,80,2,中央区,19,0,0
94,45,10,中央区,5,0,0
130,65,10,中央区,5,0,0
160,75,10,中央区,5,0,0
170,85,12,中央区,12,0,0
110,70,27,中央区,6,0,0
190,90,12,中央区,10,0,0
140,85,27,中央区,6,0,0
220,80,0,中央区,18,0,0
150,75,10,中央区,5,0,0
130,80,2,中央区,17,0,0
160,85,6,中央区,11,0,0
110,70,2,中央区,15,0,0
160,90,9,中央区,13,0,0
79,55,27,中央区,7,0,0
150,75,0,中央区,18,0,0
110,65,9,中央区,13,0,0
220,105,2,中央区,18,0,0
140,70,6,中央区,12,0,0
140,75,10,中央区,5,0,0
90,45,10,中央区,5,0,0
160,75,10,中央区,5,0,0
110,65,9,中央区,13,0,0
75,50,16,中央区,10,0,0
140,60,10,中央区,5,0,0
200,80,6,中央区,12,0,0
210,95,2,中央区,18,0,0
130,65,12,中央区,12,0,0
120,65,9,中央区,13,0,0
51,40,16,中央区,10,0,0
78,55,27,中央区,6,0,0
100,65,9,中央区,11,0,0
110,70,12,中央区,12,0,0
99,50,10,中央区,5,0,0
150,90,9,中央区,13,0,0
180,75,10,中央区,9,0,0
110,65,12,中央区,12,0,0
110,60,9,中央区,13,0,0
97,85,16,中央区,13,0,0
160,75,10,中央区,5,0,0
120,70,0,中央区,18,0,0
110,60,10,中央区,7,0,0
120,80,2,中央区,15,0,0
130,75,12,中央区,10,0,0
76,60,16,中央区,12,1,0
120,70,6,中央区,11,0,0
130,75,2,中央区,18,0,0
120,75,12,中央区,13,0,0
100,60,10,中央区,7,0,0
160,75,6,中央区,12,0,0
160,75,10,中央区,5,0,0
130,75,9,中央区,11,0,0
97,65,9,中央区,13,0,0
110,55,10,中央区,7,0,0
150,75,10,中央区,5,0,0
110,75,16,中央区,12,0,0
110,65,2,中央区,13,0,0
140,75,10,中央区,5,0,0
160,80,2,中央区,18,0,0
65,45,12,中央区,12,0,0
160,75,10,中央区,5,0,0
110,70,2,中央区,15,0,0
120,60,10,中央区,5,0,0
140,75,9,中央区,13,0,0
130,65,6,中央区,12,0,0
210,85,0,中央区,18,0,0
190,80,6,中央区,12,0,0
54,40,16,中央区,10,0,0
110,80,27,中央区,7,1,0
160,85,6,中央区,12,0,0
170,85,6,中央区,12,0,0
120,75,10,中央区,5,0,0
110,70,27,中央区,7,0,0
130,70,10,中央区,7,0,0
160,90,2,中央区,18,0,0
130,75,6,中央区,11,0,0
110,60,10,中央区,6,0,0
160,75,10,中央区,5,0,0
150,75,10,中央区,5,0,0
140,90,2,中央区,19,0,0
200,80,0,中央区,18,0,0
140,65,10,中央区,5,0,0
200,80,0,中央区,18,0,0
150,60,2,中央区,2,0,0
87,50,8,中央区,7,0,0
250,80,2,中央区,1,0,0
85,30,2,中央区,1,0,0
350,105,2,中央区,1,0,0
150,85,9,中央区,7,0,0
200,90,17,中央区,7,0,0
150,60,2,中央区,2,0,0
95,60,18,中央区,7,0,0
250,80,2,中央区,2,0,0
94,75,25,中央区,5,0,0
120,50,2,中央区,1,0,0
98,70,18,中央区,7,0,0
52,35,4,中央区,9,0,0
230,75,2,中央区,2,0,0
140,85,18,中央区,7,0,0
110,90,25,中央区,10,0,0
370,105,2,中央区,1,0,0
220,85,2,中央区,1,0,0
95,70,20,中央区,8,0,0
110,50,9,中央区,8,0,0
130,85,18,中央区,7,0,0
280,95,2,中央区,2,0,0
220,75,2,中央区,2,0,0
150,70,9,中央区,7,0,0
50,45,50,中央区,1,0,0
85,60,18,中央区,7,0,0
180,90,9,中央区,7,0,0
120,70,17,中央区,7,0,0
120,65,17,中央区,6,0,0
64,45,13,中央区,5,0,0
100,70,28,中央区,11,0,0
120,50,2,中央区,1,0,0
61,45,13,中央区,3,0,0
230,75,2,中央区,2,0,0
95,60,11,中央区,3,0,0
150,70,9,中央区,6,0,0
120,65,13,中央区,8,0,0
370,110,2,中央区,2,0,0
160,75,9,中央区,7,0,0
140,80,17,中央区,7,0,0
220,105,17,中央区,7,0,0
33,40,53,中央区,3,0,0
200,95,17,中央区,7,0,0
50,75,53,中央区,3,0,0
23,20,49,中央区,1,0,0
290,90,2,中央区,2,0,0
170,80,9,中央区,7,0,0
50,40,50,中央区,2,0,0
200,75,2,中央区,2,0,0
63,45,11,中央区,2,0,0
300,95,2,中央区,2,0,0
60,60,21,中央区,3,0,0
65,25,2,中央区,1,0,0
15,30,44,中央区,1,0,0
60,45,13,中央区,3,0,0
50,40,27,中央区,3,0,0
140,60,3,中央区,2,0,0
160,65,3,中央区,3,0,0
120,60,9,中央区,3,0,0
130,60,3,中央区,2,0,0
160,60,3,中央区,3,0,0
110,60,11,中央区,3,0,0
36,55,54,中央区,2,0,0
120,80,27,中央区,7,0,0
170,75,8,中央区,6,0,0
70,65,49,中央区,7,0,0
50,40,41,中央区,2,0,0
85,55,20,中央区,8,0,0
170,75,7,中央区,2,0,0
160,80,7,中央区,2,0,0
37,25,3,中央区,4,0,0
18,20,43,中央区,3,0,0
25,20,25,中央区,4,0,0
55,30,13,中央区,3,0,0
79,85,22,中央区,5,0,0
110,90,22,中央区,4,0,0
180,60,19,中央区,3,0,0
30,20,22,中央区,4,0,0
18,20,46,中央区,3,0,0
30,25,24,中央区,4,0,0
68,60,22,中央区,4,0,0
120,60,-1,中央区,10,0,0
300,95,-1,中央区,10,0,0
78,55,23,中央区,3,0,0
120,60,7,中央区,3,0,0
120,80,21,中央区,3,0,0
24,25,21,中央区,3,0,0
120,60,9,中央区,2,0,0
27,35,44,中央区,1,0,0
67,45,8,中央区,1,0,0
43,45,44,中央区,2,0,0
59,40,8,中央区,1,0,0
62,45,8,中央区,1,0,0
18,20,28,中央区,2,0,0
57,45,20,中央区,4,0,0
29,25,22,中央区,2,0,0
92,60,22,中央区,2,0,0
160,80,9,中央区,5,0,0
16,25,28,中央区,3,0,0
110,65,8,中央区,1,0,0
99,60,20,中央区,2,0,0
23,20,21,中央区,3,0,0
120,65,7,中央区,1,0,0
170,75,6,中央区,5,0,0
140,60,6,中央区,6,0,0
160,75,6,中央区,5,0,0
88,55,14,中央区,6,0,0
140,60,6,中央区,5,0,0
85,60,20,中央区,6,0,0
170,75,6,中央区,5,0,0
69,70,45,中央区,3,0,0
55,45,11,中央区,3,0,0
170,75,6,中央区,5,0,0
120,65,9,中央区,5,0,0
120,70,10,中央区,6,0,0
110,60,10,中央区,5,0,0
190,80,6,中央区,5,0,0
70,35,6,中央区,5,0,0
70,35,6,中央区,5,0,0
270,85,6,中央区,7,0,0
31,50,46,中央区,8,0,0
130,65,10,中央区,6,0,0
230,105,14,中央区,3,0,0
79,45,8,中央区,1,0,0
62,45,19,中央区,2,0,0
60,55,28,中央区,4,0,0
31,40,51,中央区,7,1,0
80,40,6,中央区,3,0,0
89,65,21,中央区,3,0,0
100,110,39,中央区,6,0,0
15,20,43,中央区,5,0,0
22,20,22,中央区,5,0,0
11,15,51,中央区,6,1,0
65,45,19,中央区,2,0,0
110,65,21,中央区,3,0,0
12,20,51,中央区,7,0,0
18,25,43,中央区,3,0,0
55,45,21,中央区,3,0,0
14,20,51,中央区,7,0,0
43,50,43,中央区,6,0,0
240,90,20,中央区,1,0,0
160,80,25,中央区,6,0,0
83,55,20,中央区,1,0,0
110,55,21,中央区,2,0,0
41,30,26,中央区,3,0,0
36,45,45,中央区,5,0,0
8.9,20,46,中央区,5,0,0
39,40,46,中央区,4,0,0
35,30,26,中央区,3,0,0
21,20,43,中央区,3,0,0
76,50,21,中央区,1,0,0
25,30,51,中央区,4,0,0
240,85,10,中央区,1,0,0
20,30,51,中央区,3,0,0
140,90,22,中央区,2,0,0
140,90,22,中央区,2,1,0
19,30,54,中央区,5,0,0
200,90,22,中央区,1,0,0
180,65,5,中央区,2,0,0
95,60,17,中央区,3,0,0
430,110,10,中央区,1,0,0
90,55,11,中央区,6,0,0
90,55,17,中央区,3,0,0
120,90,28,中央区,3,0,0
80,60,30,中央区,3,1,0
95,75,41,中央区,3,0,0
110,45,10,中央区,1,0,0
95,65,22,中央区,2,0,0
140,80,8,中央区,3,0,0
30,25,22,中央区,1,0,0
18,35,55,中央区,1,0,0
74,45,14,中央区,2,0,0
59,40,19,中央区,1,0,0
120,70,20,中央区,1,0,0
120,75,32,中央区,6,0,0
39,50,52,中央区,3,0,0
120,80,9,中央区,3,0,0
55,40,34,中央区,7,0,0
96,55,5,中央区,2,0,0
83,60,34,中央区,7,0,0
230,110,23,中央区,2,0,0
98,60,13,中央区,2,0,0
80,60,25,中央区,4,1,0
88,65,32,中央区,8,0,0
190,90,32,中央区,8,0,0
16,25,52,中央区,2,0,0
77,55,7,中央区,3,0,0
260,130,23,中央区,2,0,0
240,110,26,中央区,8,0,0
88,60,34,中央区,7,0,0
58,40,34,中央区,7,0,0
99,65,21,中央区,1,0,0
55,40,21,中央区,3,0,0
240,105,26,中央区,8,0,0
100,45,21,中央区,6,0,0
37,25,15,中央区,4,0,0
100,60,22,中央区,4,0,0
25,25,17,中央区,6,0,0
73,45,9,中央区,5,0,0
45,45,45,中央区,7,0,0
21,30,46,中央区,5,0,0
100,75,23,中央区,4,0,0
75,40,5,中央区,4,0,0
110,60,14,中央区,4,0,0
110,65,25,中央区,3,0,0
120,60,20,中央区,5,0,0
13,25,51,中央区,2,0,0
160,70,5,中央区,2,0,0
140,65,8,中央区,3,0,0
170,105,35,中央区,7,0,0
51,65,48,中央区,5,0,0
83,40,5,中央区,4,0,0
120,70,25,中央区,4,0,0
140,65,8,中央区,2,0,0
33,30,20,中央区,4,0,0
37,45,22,中央区,2,0,0
170,70,8,中央区,2,0,0
100,65,20,中央区,4,0,0
80,55,18,中央区,1,0,0
87,65,23,中央区,1,0,0
160,75,6,中央区,2,0,0
160,70,11,中央区,11,0,0
76,55,18,中央区,1,0,0
43,35,21,中央区,10,0,0
29,30,22,中央区,3,0,0
16,20,45,中央区,3,0,1
53,55,47,中央区,3,0,1
75,50,13,中央区,3,0,1
58,45,27,中央区,4,0,1
61,45,24,中央区,5,0,1
130,60,6,中央区,3,0,1
19,25,41,中央区,2,0,1
34,20,17,中央区,3,0,1
20,25,47,中央区,2,0,1
96,50,26,中央区,2,0,1
25,25,23,中央区,2,0,1
140,65,15,中央区,2,0,1
110,60,18,中央区,1,0,1
150,80,24,中央区,3,0,1
82,40,18,中央区,1,0,1
67,40,27,中央区,1,0,1
190,65,6,中央区,3,0,1
90,55,28,中央区,4,1,1
92,45,6,中央区,3,0,1
37,85,1,中央区,3,0,1
98,65,8,中央区,1,0,1
150,55,6,中央区,3,0,1
37,45,46,中央区,3,0,1
150,75,24,中央区,4,0,1
160,85,3,中央区,15,0,1
160,70,7,中央区,11,0,1
150,75,1,中央区,15,0,1
140,75,7,中央区,12,0,1
160,80,3,中央区,14,0,1
90,60,17,中央区,10,0,1
160,80,1,中央区,18,0,1
110,55,11,中央区,7,0,1
130,65,13,中央区,12,0,1
93,45,11,中央区,5,0,1
120,60,11,中央区,7,0,1
140,65,13,中央区,12,0,1
180,90,3,中央区,21,0,1
120,65,3,中央区,18,0,1
110,70,10,中央区,15,0,1
120,65,1,中央区,14,0,1
120,65,1,中央区,14,0,1
310,100,1,中央区,15,0,1
130,80,3,中央区,18,0,1
150,60,11,中央区,5,0,1
170,65,11,中央区,5,0,1
280,95,1,中央区,14,0,1
110,60,7,中央区,12,0,1
110,70,13,中央区,11,0,1
94,50,1,中央区,14,0,1
140,60,11,中央区,5,0,1
100,45,11,中央区,5,0,1
110,55,1,中央区,15,0,1
170,75,11,中央区,5,0,1
200,75,11,中央区,5,0,1
66,40,17,中央区,10,0,1
92,50,7,中央区,12,0,1
160,75,11,中央区,5,0,1
110,60,11,中央区,7,0,1
160,75,1,中央区,15,0,1
130,75,17,中央区,12,0,1
120,70,1,中央区,15,0,1
38,45,28,中央区,10,0,1
150,90,10,中央区,13,0,1
130,70,7,中央区,11,0,1
140,75,7,中央区,12,0,1
160,70,7,中央区,12,0,1
120,70,3,中央区,19,0,1
130,60,11,中央区,5,0,1
140,70,7,中央区,12,0,1
160,75,1,中央区,18,0,1
190,90,11,中央区,5,0,1
110,60,13,中央区,12,0,1
140,70,11,中央区,7,0,1
350,110,7,中央区,12,0,1
150,70,13,中央区,11,0,1
120,50,11,中央区,5,0,1
190,85,11,中央区,5,0,1
120,75,17,中央区,12,0,1
130,85,3,中央区,19,0,1
150,60,11,中央区,5,0,1
110,70,28,中央区,6,0,1
120,65,13,中央区,12,0,1
94,45,7,中央区,11,0,1
110,60,10,中央区,13,0,1
80,45,13,中央区,12,0,1
290,110,3,中央区,18,0,1
100,80,28,中央区,6,0,1
180,75,11,中央区,5,0,1
140,60,11,中央区,5,0,1
50,45,28,中央区,7,0,1
290,90,1,中央区,15,0,1
86,60,17,中央区,12,0,1
130,70,1,中央区,18,0,1
250,85,3,中央区,1,0,1
260,80,3,中央区,2,0,1
95,80,19,中央区,8,0,1
57,45,18,中央区,5,0,1
220,75,3,中央区,2,0,1
230,75,3,中央区,2,0,1
130,80,14,中央区,8,0,1
190,75,10,中央区,7,0,1
170,120,26,中央区,10,0,1
480,105,3,中央区,1,0,1
110,70,19,中央区,7,0,1
180,60,3,中央区,1,0,1
110,60,18,中央区,8,0,1
110,75,19,中央区,8,0,1
220,95,10,中央区,7,0,1
66,45,14,中央区,8,0,1
34,20,50,中央区,1,0,1
63,25,3,中央区,1,0,1
100,65,19,中央区,7,0,1
58,30,5,中央区,9,0,1
130,55,16,中央区,1,0,1
190,85,18,中央区,6,0,1
79,70,51,中央区,1,0,1
27,25,18,中央区,5,0,1
100,65,45,中央区,1,0,1
160,85,18,中央区,6,0,1
110,60,26,中央区,3,0,1
40,50,24,中央区,4,0,1
230,70,3,中央区,1,0,1
200,95,18,中央区,6,0,1
110,55,16,中央区,1,0,1
12,20,41,中央区,8,0,1
120,60,8,中央区,4,0,1
54,40,14,中央区,2,0,1
170,60,4,中央区,2,0,1
90,55,22,中央区,2,0,1
160,60,12,中央区,1,0,1
200,95,21,中央区,2,0,1
56,45,21,中央区,2,0,1
74,40,21,中央区,2,0,1
150,60,12,中央区,3,0,1
110,55,14,中央区,8,0,1
45,40,43,中央区,4,0,1
180,70,12,中央区,3,0,1
48,45,44,中央区,3,0,1
30,25,23,中央区,2,0,1
19,20,44,中央区,3,0,1
56,35,5,中央区,3,0,1
100,75,23,中央区,5,0,1
60,30,22,中央区,3,1,1
190,55,4,中央区,6,0,1
28,25,47,中央区,4,0,1
170,65,11,中央区,4,0,1
93,60,23,中央区,4,0,1
65,20,20,中央区,3,0,1
64,20,20,中央区,3,0,1
100,35,20,中央区,3,0,1
110,85,23,中央区,3,0,1
97,45,0,中央区,10,0,1
170,75,12,中央区,10,0,1
70,35,0,中央区,10,0,1
130,60,0,中央区,10,0,1
150,80,22,中央区,3,0,1
120,60,24,中央区,3,0,1
100,60,23,中央区,3,1,1
130,65,8,中央区,3,0,1
100,60,24,中央区,3,0,1
150,60,10,中央区,2,0,1
83,45,27,中央区,5,0,1
120,65,20,中央区,3,0,1
81,45,8,中央区,3,0,1
79,40,9,中央区,1,0,1
190,70,6,中央区,3,0,1
140,65,8,中央区,1,0,1
140,65,21,中央区,2,0,1
110,55,13,中央区,2,0,1
100,45,6,中央区,3,0,1
30,25,24,中央区,2,0,1
50,45,22,中央区,5,0,1
21,20,29,中央区,2,0,1
69,45,21,中央区,4,0,1
100,50,13,中央区,1,0,1
73,45,25,中央区,2,1,1
110,60,22,中央区,3,1,1
100,55,12,中央区,2,0,1
86,45,11,中央区,6,0,1
170,75,9,中央区,6,0,1
150,65,21,中央区,4,0,1
130,70,15,中央区,5,0,1
150,75,15,中央区,7,1,1
120,60,7,中央区,5,0,1
100,60,21,中央区,6,0,1
62,45,29,中央区,5,0,1
42,45,48,中央区,3,0,1
96,45,3,中央区,4,0,1
150,60,9,中央区,6,0,1
160,60,7,中央区,7,0,1
16,20,37,中央区,5,0,1
140,60,11,中央区,6,0,1
29,25,14,中央区,3,0,1
160,70,11,中央区,3,0,1
17,20,44,中央区,5,0,1
46,40,22,中央区,5,0,1
130,80,28,中央区,6,1,1
96,60,22,中央区,3,0,1
130,60,26,中央区,6,0,1
100,55,23,中央区,5,0,1
200,75,9,中央区,5,0,1
130,60,9,中央区,5,0,1
130,75,22,中央区,3,0,1
180,75,7,中央区,3,0,1
100,70,29,中央区,6,0,1
14,20,52,中央区,5,0,1
31,35,46,中央区,4,0,1
24,40,55,中央区,2,0,1
120,55,5,中央区,7,0,1
35,30,44,中央区,6,0,1
67,45,22,中央区,3,0,1
30,35,55,中央区,2,0,1
120,80,38,中央区,6,0,1
80,40,27,中央区,6,0,1
73,40,9,中央区,1,0,1
50,40,46,中央区,4,0,1
28,20,26,中央区,1,0,1
150,60,7,中央区,1,0,1
150,50,6,中央区,5,0,1
83,65,27,中央区,3,0,1
79,60,7,中央区,3,0,1
21,20,30,中央区,7,0,1
96,55,12,中央区,6,0,1
57,45,5,中央区,6,0,1
120,70,25,中央区,5,0,1
210,75,6,中央区,2,0,1
130,65,14,中央区,5,0,1
200,85,23,中央区,1,1,1
200,70,6,中央区,2,0,1
270,85,11,中央区,1,0,1
120,65,14,中央区,5,0,1
110,55,23,中央区,1,0,1
20,20,30,中央区,6,0,1
100,55,14,中央区,5,0,1
110,45,11,中央区,1,0,1
71,55,7,中央区,3,0,1
110,40,11,中央区,1,0,1
12,20,52,中央区,5,0,1
120,45,11,中央区,1,0,1
120,75,33,中央区,8,0,1
87,65,33,中央区,8,0,1
160,75,21,中央区,1,0,1
110,80,35,中央区,7,0,1
92,50,27,中央区,8,0,1
83,65,29,中央区,1,0,1
130,70,15,中央区,2,0,1
130,70,22,中央区,1,0,1
160,75,10,中央区,3,0,1
130,70,27,中央区,8,0,1
180,90,27,中央区,9,0,1
120,70,27,中央区,8,0,1
170,90,26,中央区,4,0,1
69,40,20,中央区,1,0,1
120,55,6,中央区,2,0,1
98,40,22,中央区,3,0,1
130,45,22,中央区,6,1,1
120,55,25,中央区,8,0,1
30,30,46,中央区,5,1,1
24,20,46,中央区,5,0,1
110,60,23,中央区,6,0,1
89,40,16,中央区,4,0,1
100,60,28,中央区,4,0,1
61,40,24,中央区,5,0,1
24,35,24,中央区,5,0,1
55,40,23,中央区,6,0,1
70,50,44,中央区,4,0,1
220,85,9,中央区,2,0,1
40,30,27,中央区,1,0,1
50,55,49,中央区,3,0,1
77,40,6,中央区,4,0,1
230,125,21,中央区,5,0,1
39,35,46,中央区,4,0,1
77,40,6,中央区,4,0,1
74,45,21,中央区,3,0,1
160,65,11,中央区,6,0,1
77,45,20,中央区,3,0,1
45,40,46,中央区,4,0,1
89,50,15,中央区,4,0,1
26,25,25,中央区,1,0,1
17,20,42,中央区,5,0,1
170,55,6,中央区,2,0,1
60,45,22,中央区,4,0,1
150,75,23,中央区,1,0,1
60,40,42,中央区,4,0,1
190,85,26,中央区,1,0,1
140,55,7,中央区,2,0,1
40,35,24,中央区,1,0,1
190,70,7,中央区,2,0,1
46,25,22,中央区,4,0,1
65,45,15,中央区,1,0,1
190,55,23,港区,4,0,0
490,115,23,港区,9,0,0
270,70,23,港区,3,0,0
200,70,23,港区,3,0,0
120,60,47,港区,10,0,0
500,80,23,港区,8,0,0
78,50,48,港区,6,0,0
240,65,11,港区,10,0,0
26,30,23,港区,16,0,0
150,130,23,港区,4,0,0
100,70,9,港区,10,0,0
220,60,2,港区,5,0,0
52,25,2,港区,6,0,0
100,55,5,港区,2,0,0
24,20,21,港区,7,0,0
6.5,15,50,港区,14,0,0
52,25,2,港区,6,0,0
120,55,5,港区,2,0,0
69,55,25,港区,14,0,0
60,25,2,港区,5,0,0
6.9,20,50,港区,13,0,0
52,25,2,港区,2,0,0
270,110,5,港区,2,0,0
130,60,28,港区,8,0,0
330,75,2,港区,3,0,0
310,75,2,港区,3,0,0
57,45,55,港区,4,0,0
65,50,17,港区,11,0,0
150,50,2,港区,3,0,0
160,75,20,港区,6,0,0
60,55,46,港区,12,0,0
240,70,10,港区,10,0,0
500,115,2,港区,3,0,0
130,75,17,港区,11,0,0
210,85,11,港区,5,0,0
160,65,8,港区,11,0,0
52,35,12,港区,3,0,0
150,65,11,港区,5,0,0
94,60,20,港区,3,0,0
30,35,25,港区,6,0,0
20,25,33,港区,8,0,0
160,55,8,港区,11,0,0
30,30,55,港区,4,0,0
22,40,34,港区,8,0,0
110,65,26,港区,7,0,0
85,70,17,港区,11,0,0
