price,size,tenure,district,distance,reform,year
45,55,42,台東区,3,0,0
10,20,35,台東区,8,0,0
86,70,4,台東区,8,0,0
30,30,3,台東区,7,0,0
14,45,54,台東区,8,0,0
33,45,30,台東区,9,0,0
23,30,9,台東区,10,0,0
25,30,9,台東区,10,0,0
70,55,13,台東区,2,0,0
88,55,2,台東区,10,0,0
78,55,12,台東区,7,0,0
64,60,22,台東区,4,0,0
47,45,8,台東区,3,0,0
45,35,13,台東区,2,0,0
96,55,4,台東区,5,0,0
31,30,13,台東区,8,0,0
53,35,2,台東区,10,0,0
83,55,6,台東区,3,0,0
29,25,3,台東区,4,0,0
24,45,45,台東区,7,1,0
37,45,9,台東区,8,0,0
26,25,2,台東区,9,0,0
34,40,19,台東区,7,0,0
37,40,42,台東区,5,0,0
65,60,17,台東区,4,0,0
73,60,6,台東区,4,0,0
59,70,18,台東区,6,0,0
63,70,18,台東区,6,1,0
70,60,13,台東区,3,0,0
13,45,40,台東区,5,0,0
68,75,19,台東区,7,0,0
11,25,40,台東区,2,0,0
69,70,19,台東区,3,0,0
38,40,34,台東区,3,0,0
62,65,25,台東区,1,0,0
68,55,13,台東区,4,0,0
30,50,42,台東区,5,0,0
73,75,18,台東区,6,0,0
48,60,3,台東区,14,0,0
26,45,40,台東区,15,0,0
20,20,33,台東区,5,0,0
52,55,42,台東区,3,0,0
80,60,23,台東区,4,0,0
19,20,35,台東区,4,0,0
97,60,10,台東区,1,0,0
100,55,5,台東区,5,0,0
110,55,4,台東区,7,0,0
74,65,25,台東区,5,0,0
24,25,32,台東区,4,0,0
44,50,17,台東区,4,0,0
60,55,7,台東区,4,0,0
70,60,5,台東区,4,0,0
34,40,16,台東区,7,0,0
76,90,22,台東区,5,0,0
53,60,23,台東区,5,0,0
54,45,3,台東区,9,0,0
45,35,7,台東区,4,0,0
65,65,22,台東区,7,0,0
32,50,34,台東区,7,0,0
17,25,20,台東区,2,0,0
45,35,5,台東区,5,0,0
62,40,7,台東区,10,0,0
43,35,4,台東区,3,0,0
20,35,34,台東区,7,0,0
59,50,34,台東区,8,0,0
40,50,46,台東区,8,1,0
54,70,25,台東区,18,0,0
45,65,33,台東区,4,0,0
38,40,16,台東区,6,0,0
110,70,12,台東区,5,0,0
82,75,28,台東区,5,0,0
48,35,4,台東区,6,0,0
86,70,28,台東区,5,0,0
62,65,5,台東区,13,0,0
77,65,7,台東区,12,0,0
57,65,5,台東区,16,0,0
95,70,26,台東区,5,0,0
51,65,33,台東区,7,0,0
64,45,3,台東区,7,0,0
9.5,20,36,台東区,10,0,0
25,40,47,台東区,6,1,0
66,65,28,台東区,7,0,0
60,60,12,台東区,15,0,0
23,40,51,台東区,6,0,0
110,70,5,台東区,6,0,0
19,35,33,台東区,9,0,0
23,30,18,台東区,10,0,0
33,90,32,台東区,17,0,0
42,55,16,台東区,16,0,0
67,65,12,台東区,11,0,0
49,45,1,台東区,19,0,0
62,65,12,台東区,12,0,0
25,40,47,台東区,6,0,0
19,35,47,台東区,3,0,0
36,50,38,台東区,2,0,0
14,15,35,台東区,7,0,0
70,60,25,台東区,7,1,0
66,55,12,台東区,4,0,0
97,55,10,台東区,2,0,0
100,70,6,台東区,5,0,0
89,55,7,台東区,1,0,0
140,80,5,台東区,3,0,0
140,65,10,台東区,1,0,0
49,45,19,台東区,2,0,0
51,40,6,台東区,5,0,0
47,40,19,台東区,2,0,0
95,55,10,台東区,2,0,0
60,60,23,台東区,5,0,0
70,60,19,台東区,4,0,0
48,40,8,台東区,6,0,0
70,55,1,台東区,6,0,0
40,35,7,台東区,6,0,0
45,40,6,台東区,7,0,0
95,60,14,台東区,1,0,0
17,25,37,台東区,3,0,0
38,45,25,台東区,1,0,0
66,45,15,台東区,7,0,0
150,60,12,台東区,5,0,0
150,65,15,台東区,7,0,0
120,65,20,台東区,4,0,0
130,65,15,台東区,7,0,0
160,70,15,台東区,7,0,0
17,45,49,台東区,2,0,0
120,60,12,台東区,6,0,0
120,70,20,台東区,4,0,0
19,20,15,台東区,6,0,0
58,75,27,台東区,3,0,0
70,55,2,台東区,6,0,0
40,50,43,台東区,3,1,0
68,60,7,台東区,1,0,0
50,35,4,台東区,5,0,0
37,50,42,台東区,3,0,0
34,60,43,台東区,2,1,0
24,30,13,台東区,5,0,0
46,60,43,台東区,2,0,0
72,55,23,台東区,1,0,0
42,55,41,台東区,9,0,0
29,55,45,台東区,9,0,0
25,45,45,台東区,2,0,0
95,65,27,台東区,2,0,0
48,50,18,台東区,4,0,0
27,30,41,台東区,2,0,0
26,40,48,台東区,5,0,0
38,45,4,台東区,8,0,0
31,40,17,台東区,6,0,0
42,60,21,台東区,13,0,0
60,70,25,台東区,4,0,0
110,85,22,台東区,1,0,0
62,55,8,台東区,3,0,0
87,70,15,台東区,2,0,0
19,30,44,台東区,2,0,0
56,55,18,台東区,2,0,0
27,30,19,台東区,6,0,0
46,70,42,台東区,1,0,0
69,65,13,台東区,4,0,0
28,45,50,台東区,7,0,0
26,40,42,台東区,1,0,0
17,40,50,台東区,5,1,0
67,55,11,台東区,5,0,0
67,55,14,台東区,9,0,0
120,70,13,台東区,3,0,0
110,70,13,台東区,5,0,0
62,60,8,台東区,4,0,0
66,70,8,台東区,4,0,0
86,90,23,台東区,4,0,0
60,45,13,台東区,3,0,0
16,25,33,台東区,5,0,0
110,90,25,台東区,5,0,0
80,65,11,台東区,5,0,0
33,30,12,台東区,5,0,1
110,55,13,台東区,2,0,1
22,30,44,台東区,4,0,1
37,40,19,台東区,4,0,1
39,40,43,台東区,2,0,1
33,30,12,台東区,4,0,1
46,35,24,台東区,3,0,1
110,80,25,台東区,5,0,1
55,55,19,台東区,6,0,1
90,60,30,台東区,4,0,1
74,45,3,台東区,2,0,1
53,30,3,台東区,2,0,1
19,40,48,台東区,1,0,1
37,35,41,台東区,2,1,1
43,35,23,台東区,1,0,1
80,70,23,台東区,8,1,1
11,20,36,台東区,9,0,1
11,20,38,台東区,9,0,1
18,25,18,台東区,9,0,1
24,25,39,台東区,9,0,1
60,45,8,台東区,11,0,1
53,35,3,台東区,10,0,1
110,70,23,台東区,3,0,1
75,45,3,台東区,9,0,1
18,25,39,台東区,8,0,1
52,45,10,台東区,10,0,1
22,25,42,台東区,6,0,1
61,40,6,台東区,9,0,1
52,40,22,台東区,5,0,1
29,30,18,台東区,10,0,1
72,110,45,台東区,3,0,1
55,35,7,台東区,4,0,1
84,45,3,台東区,10,0,1
51,40,14,台東区,4,0,1
100,65,10,台東区,6,0,1
60,50,4,台東区,4,0,1
56,40,4,台東区,4,0,1
26,30,5,台東区,8,0,1
27,25,7,台東区,8,0,1
49,60,27,台東区,8,0,1
33,45,42,台東区,4,0,1
75,70,20,台東区,9,0,1
110,65,4,台東区,5,0,1
19,25,36,台東区,5,0,1
76,60,19,台東区,6,0,1
37,50,43,台東区,5,1,1
67,40,5,台東区,9,0,1
30,35,54,台東区,3,0,1
40,35,4,台東区,15,0,1
110,60,24,台東区,7,0,1
50,45,37,台東区,7,0,1
130,60,14,台東区,7,0,1
25,35,52,台東区,4,0,1
40,40,37,台東区,7,0,1
130,70,12,台東区,5,0,1
89,55,24,台東区,1,0,1
38,30,19,台東区,5,0,1
35,30,19,台東区,5,0,1
66,65,20,台東区,7,0,1
63,55,5,台東区,7,0,1
64,60,30,台東区,5,0,1
43,35,8,台東区,4,0,1
52,55,28,台東区,7,0,1
38,45,8,台東区,6,0,1
75,75,29,台東区,2,0,1
57,55,27,台東区,4,0,1
80,65,29,台東区,2,0,1
51,60,35,台東区,3,0,1
47,50,43,台東区,3,1,1
44,50,19,台東区,7,0,1
65,60,35,台東区,4,0,1
29,25,10,台東区,5,0,1
19,30,25,台東区,4,0,1
98,55,11,台東区,4,0,1
110,90,35,台東区,8,0,1
75,50,24,台東区,6,0,1
26,30,25,台東区,4,0,1
38,50,48,台東区,2,0,1
43,40,24,台東区,8,0,1
26,50,46,台東区,15,0,1
55,60,44,台東区,5,0,1
85,55,25,台東区,4,0,1
50,50,23,台東区,6,0,1
88,55,15,台東区,3,0,1
43,50,35,台東区,10,0,1
21,25,19,台東区,13,0,1
54,60,42,台東区,7,0,1
64,55,9,台東区,9,0,1
67,60,21,台東区,8,0,1
75,65,13,台東区,13,0,1
75,65,29,台東区,5,0,1
60,45,15,台東区,9,0,1
37,50,35,台東区,13,0,1
53,50,14,台東区,12,0,1
140,55,3,台東区,4,0,1
81,50,1,台東区,7,0,1
50,35,5,台東区,5,0,1
77,45,4,台東区,8,0,1
97,70,21,台東区,8,0,1
75,65,24,台東区,10,0,1
70,70,34,台東区,10,0,1
20,85,45,台東区,10,0,1
120,75,6,台東区,7,0,1
9.8,20,36,台東区,14,0,1
65,60,2,台東区,18,0,1
30,45,17,台東区,16,0,1
42,40,15,台東区,14,0,1
73,65,5,台東区,15,1,1
21,40,52,台東区,16,0,1
46,55,11,台東区,15,0,1
71,80,25,台東区,18,0,1
140,105,24,台東区,9,0,1
58,45,19,台東区,4,0,1
120,55,8,台東区,1,0,1
55,35,5,台東区,5,0,1
82,45,1,台東区,7,0,1
80,55,10,台東区,3,0,1
45,50,40,台東区,2,1,1
87,60,25,台東区,1,0,1
45,45,19,台東区,4,0,1
120,70,18,台東区,4,0,1
78,60,24,台東区,2,0,1
100,60,14,台東区,5,0,1
98,60,14,台東区,5,0,1
53,45,17,台東区,6,0,1
110,55,13,台東区,7,0,1
57,45,17,台東区,6,0,1
50,40,2,台東区,6,0,1
47,40,9,台東区,6,0,1
61,60,33,台東区,5,0,1
42,35,8,台東区,6,0,1
41,30,4,台東区,5,0,1
53,50,18,台東区,5,0,1
62,50,8,台東区,5,0,1
11,30,48,台東区,9,0,1
43,35,8,台東区,6,0,1
53,40,17,台東区,10,0,1
55,40,19,台東区,5,1,1
60,45,10,台東区,4,0,1
93,60,16,台東区,4,0,1
53,40,10,台東区,6,0,1
68,45,3,台東区,5,0,1
37,25,2,台東区,4,0,1
93,70,26,台東区,5,0,1
28,30,12,台東区,2,0,1
43,30,18,台東区,4,0,1
65,45,10,台東区,4,1,1
22,25,19,台東区,3,0,1
100,60,5,台東区,6,0,1
300,85,7,台東区,4,0,1
110,60,11,台東区,3,0,1
52,55,25,台東区,4,0,1
72,50,3,台東区,6,0,1
45,45,10,台東区,2,0,1
43,50,18,台東区,6,0,1
35,30,27,台東区,4,0,1
30,45,47,台東区,5,0,1
48,35,17,台東区,2,0,1
20,25,18,台東区,9,0,1
32,60,12,台東区,13,0,1
65,55,3,台東区,7,0,1
44,45,5,台東区,8,0,1
50,40,22,台東区,6,0,1
31,30,8,台東区,2,0,1
31,30,8,台東区,2,0,1
40,45,51,台東区,4,0,1
97,65,22,台東区,5,0,1
72,55,9,台東区,3,0,1
64,55,34,台東区,5,0,1
90,55,23,台東区,1,0,1
29,45,45,台東区,2,0,1
34,50,41,台東区,6,0,1
37,45,43,台東区,4,0,1
74,55,16,台東区,1,0,1
100,75,21,台東区,3,0,1
46,45,46,台東区,1,1,1
46,45,23,台東区,2,0,1
63,55,18,台東区,6,0,1
200,80,14,台東区,5,0,1
86,90,24,台東区,4,0,1
100,55,14,台東区,3,0,1
140,65,14,台東区,2,0,1
120,70,14,台東区,2,0,1
120,65,14,台東区,4,0,1
92,65,15,台東区,5,0,1
35,30,18,台東区,3,0,1
200,75,14,台東区,3,0,1
28,30,19,台東区,5,0,1
27,45,54,台東区,5,0,1
26,25,19,台東区,5,0,1
120,100,43,台東区,5,0,1
60,30,6,台東区,2,0,1
20,30,62,台東区,1,0,1
42,55,44,墨田区,7,0,0
64,60,17,墨田区,8,0,0
16,20,36,墨田区,9,0,0
98,80,11,墨田区,6,0,0
52,60,21,墨田区,9,0,0
62,55,14,墨田区,10,0,0
35,40,20,墨田区,5,0,0
92,70,13,墨田区,1,0,0
42,65,45,墨田区,1,0,0
85,60,10,墨田区,3,0,0
99,75,17,墨田区,2,0,0
38,60,30,墨田区,4,0,0
22,25,4,墨田区,7,0,0
8.8,25,53,墨田区,1,0,0
52,40,4,墨田区,5,0,0
60,60,26,墨田区,6,0,0
24,45,47,墨田区,5,0,0
50,40,4,墨田区,6,0,0
74,75,26,墨田区,5,0,0
16,30,47,墨田区,4,0,0
16,25,42,墨田区,5,0,0
80,60,13,墨田区,4,0,0
120,85,26,墨田区,6,0,0
71,65,30,墨田区,9,0,0
32,55,46,墨田区,7,0,0
15,30,47,墨田区,4,0,0
13,20,45,墨田区,5,0,0
20,25,19,墨田区,4,0,0
16,25,45,墨田区,5,0,0
27,35,46,墨田区,7,0,0
59,85,24,墨田区,6,0,0
28,35,29,墨田区,4,0,0
16,60,48,墨田区,6,0,0
34,65,29,墨田区,3,0,0
28,35,29,墨田区,3,0,0
22,55,32,墨田区,4,0,0
170,85,19,墨田区,4,0,0
77,75,23,墨田区,8,0,0
70,55,14,墨田区,7,0,0
46,60,46,墨田区,10,0,0
63,60,28,墨田区,5,0,0
18,25,20,墨田区,5,0,0
40,45,16,墨田区,6,0,0
45,45,6,墨田区,6,0,0
36,55,43,墨田区,7,0,0
46,55,45,墨田区,5,0,0
40,60,53,墨田区,4,0,0
25,25,9,墨田区,2,0,0
36,60,45,墨田区,6,1,0
79,65,16,墨田区,6,0,0
65,70,23,墨田区,5,0,0
15,35,47,墨田区,2,0,0
8.5,30,47,墨田区,2,0,0
17,35,47,墨田区,2,0,0
40,75,12,墨田区,19,0,0
35,65,12,墨田区,23,0,0
39,75,12,墨田区,23,0,0
37,45,9,墨田区,7,0,0
39,75,12,墨田区,17,1,0
44,75,12,墨田区,18,0,0
63,80,27,墨田区,13,0,0
73,80,23,墨田区,10,0,0
16,25,34,墨田区,10,0,0
79,80,22,墨田区,9,0,0
68,70,21,墨田区,7,0,0
27,25,17,墨田区,9,0,0
73,75,20,墨田区,9,0,0
50,60,26,墨田区,12,0,0
28,30,12,墨田区,9,0,0
69,60,28,墨田区,5,0,0
62,55,29,墨田区,9,0,0
43,50,41,墨田区,7,1,0
43,35,22,墨田区,7,0,0
70,70,17,墨田区,8,0,0
23,25,12,墨田区,10,0,0
18,40,45,墨田区,2,0,0
26,40,45,墨田区,1,0,0
55,55,13,墨田区,11,0,0
16,40,37,墨田区,7,0,0
86,80,23,墨田区,10,0,0
27,55,45,墨田区,11,0,0
15,40,55,墨田区,5,0,0
59,65,23,墨田区,2,0,0
63,60,21,墨田区,1,0,0
78,65,10,墨田区,4,0,0
76,70,33,墨田区,1,0,0
49,55,38,墨田区,4,0,0
78,85,33,墨田区,2,0,0
44,55,38,墨田区,2,0,0
64,65,29,墨田区,4,0,0
40,40,8,墨田区,1,0,0
29,50,45,墨田区,4,0,0
40,45,27,墨田区,1,0,0
47,65,11,墨田区,8,0,0
48,70,17,墨田区,10,0,0
29,55,41,墨田区,3,0,0
46,65,11,墨田区,9,0,0
54,70,11,墨田区,9,0,0
40,65,27,墨田区,6,0,0
22,45,51,墨田区,7,0,0
51,35,5,墨田区,3,0,0
18,25,35,墨田区,11,0,0
54,45,8,墨田区,7,0,0
70,55,13,墨田区,4,0,0
60,45,5,墨田区,3,0,0
54,45,5,墨田区,3,0,0
77,70,19,墨田区,8,0,0
44,45,16,墨田区,6,0,0
40,45,7,墨田区,7,0,0
54,45,4,墨田区,9,0,0
52,45,4,墨田区,9,0,0
55,60,32,墨田区,10,0,0
110,70,14,墨田区,4,0,0
50,60,24,墨田区,9,0,0
31,25,5,墨田区,5,0,0
70,55,12,墨田区,6,0,0
30,35,19,墨田区,10,0,0
22,30,14,墨田区,8,0,0
29,30,7,墨田区,2,0,0
65,75,35,墨田区,3,0,0
120,75,13,墨田区,6,0,0
63,80,28,墨田区,5,0,0
44,80,25,墨田区,13,0,0
56,80,19,墨田区,11,0,0
68,80,19,墨田区,10,1,0
50,45,16,墨田区,5,0,0
21,25,20,墨田区,2,0,0
38,45,13,墨田区,4,0,0
61,65,14,墨田区,4,0,0
37,60,40,墨田区,2,0,0
26,30,13,墨田区,5,0,0
60,60,26,墨田区,4,1,0
38,40,2,墨田区,9,0,0
45,55,7,墨田区,6,0,0
67,55,1,墨田区,4,0,0
18,30,12,墨田区,6,0,0
62,70,26,墨田区,2,1,0
22,25,5,墨田区,7,0,0
92,130,22,墨田区,3,0,0
21,30,12,墨田区,5,0,0
52,65,22,墨田区,8,1,0
8.5,20,37,墨田区,3,0,0
53,75,16,墨田区,4,0,0
59,60,9,墨田区,11,0,0
54,80,24,墨田区,4,0,0
38,60,18,墨田区,5,0,0
68,70,21,墨田区,7,1,0
49,60,21,墨田区,10,0,0
53,70,24,墨田区,9,1,0
23,50,54,墨田区,8,1,0
56,60,17,墨田区,8,0,0
20,45,54,墨田区,8,0,0
31,40,36,墨田区,9,0,0
49,55,33,墨田区,8,0,0
20,45,54,墨田区,8,1,0
53,65,35,墨田区,10,0,0
68,70,22,墨田区,9,0,0
45,45,11,墨田区,9,0,0
62,60,19,墨田区,9,0,0
16,45,42,墨田区,5,0,0
28,55,41,墨田区,12,0,0
54,75,20,墨田区,3,0,0
37,45,40,墨田区,2,1,0
47,45,5,墨田区,10,0,0
61,70,22,墨田区,3,0,0
36,45,6,墨田区,9,0,0
33,65,28,墨田区,12,0,0
35,45,14,墨田区,6,0,0
33,45,47,墨田区,3,0,0
25,25,17,墨田区,6,0,0
17,45,50,墨田区,2,0,0
39,40,37,墨田区,6,0,0
12,25,55,墨田区,3,0,0
15,25,19,墨田区,6,0,0
80,70,24,墨田区,2,0,0
90,100,35,墨田区,6,0,0
43,60,43,墨田区,3,0,0
30,50,45,墨田区,7,0,0
33,45,49,墨田区,10,0,1
81,75,25,墨田区,9,0,1
120,70,14,墨田区,1,1,1
72,60,14,墨田区,8,0,1
89,60,11,墨田区,9,0,1
88,60,11,墨田区,9,0,1
50,45,22,墨田区,10,0,1
52,35,2,墨田区,5,0,1
50,40,21,墨田区,8,1,1
100,75,27,墨田区,10,1,1
48,55,49,墨田区,9,0,1
60,50,18,墨田区,2,0,1
37,50,46,墨田区,1,0,1
56,65,46,墨田区,1,0,1
120,75,19,墨田区,2,0,1
69,75,35,墨田区,8,0,1
25,55,45,墨田区,5,0,1
130,75,11,墨田区,4,0,1
120,60,14,墨田区,4,0,1
60,60,42,墨田区,9,0,1
120,70,14,墨田区,4,0,1
44,55,42,墨田区,9,0,1
130,70,14,墨田区,4,0,1
110,65,18,墨田区,5,0,1
33,40,45,墨田区,4,0,1
62,50,31,墨田区,7,1,1
36,50,46,墨田区,7,0,1
46,50,18,墨田区,3,0,1
24,25,46,墨田区,4,1,1
79,45,18,墨田区,5,0,1
100,60,14,墨田区,4,0,1
34,75,37,墨田区,8,0,1
52,65,20,墨田区,5,0,1
40,75,38,墨田区,7,0,1
28,30,17,墨田区,8,0,1
87,60,30,墨田区,10,0,1
190,80,20,墨田区,4,0,1
65,40,6,墨田区,6,0,1
67,55,26,墨田区,4,0,1
64,60,24,墨田区,6,0,1
120,60,20,墨田区,4,0,1
150,70,20,墨田区,4,0,1
110,55,20,墨田区,4,0,1
31,25,7,墨田区,6,0,1
30,30,8,墨田区,5,0,1
41,30,7,墨田区,3,0,1
32,40,47,墨田区,3,0,1
85,70,26,墨田区,7,0,1
100,70,26,墨田区,1,0,1
64,60,32,墨田区,5,0,1
35,40,47,墨田区,4,0,1
80,70,26,墨田区,7,0,1
30,55,54,墨田区,6,0,1
140,75,17,墨田区,6,0,1
25,40,45,墨田区,4,0,1
55,60,27,墨田区,9,0,1
65,60,13,墨田区,9,0,1
62,40,8,墨田区,8,0,1
56,55,21,墨田区,9,0,1
100,70,16,墨田区,12,0,1
93,65,15,墨田区,8,0,1
48,55,31,墨田区,12,0,1
60,45,13,墨田区,10,0,1
42,45,42,墨田区,8,1,1
90,55,8,墨田区,9,0,1
83,55,8,墨田区,9,0,1
46,40,15,墨田区,6,0,1
83,65,13,墨田区,7,0,1
100,65,10,墨田区,12,0,1
43,55,22,墨田区,9,0,1
57,60,27,墨田区,12,0,1
120,75,17,墨田区,3,0,1
110,65,10,墨田区,12,0,1
79,65,30,墨田区,14,0,1
72,65,30,墨田区,9,1,1
22,30,13,墨田区,9,0,1
28,55,46,墨田区,2,0,1
30,40,44,墨田区,1,0,1
15,20,36,墨田区,7,0,1
38,40,42,墨田区,12,0,1
75,70,24,墨田区,11,0,1
46,45,9,墨田区,11,0,1
46,45,9,墨田区,11,0,1
22,30,14,墨田区,11,0,1
26,30,9,墨田区,11,0,1
65,60,35,墨田区,10,0,1
81,75,31,墨田区,7,0,1
17,25,36,墨田区,5,0,1
25,25,18,墨田区,3,0,1
43,55,46,墨田区,11,0,1
94,80,17,墨田区,13,0,1
20,20,28,墨田区,1,0,1
55,65,39,墨田区,3,0,1
24,25,14,墨田区,3,0,1
71,65,35,墨田区,3,0,1
83,70,30,墨田区,4,0,1
51,45,35,墨田区,2,0,1
46,45,17,墨田区,4,0,1
25,30,8,墨田区,6,0,1
54,60,14,墨田区,2,0,1
55,70,27,墨田区,4,0,1
35,65,29,墨田区,5,0,1
54,85,28,墨田区,9,0,1
25,30,8,墨田区,6,0,1
27,20,18,墨田区,5,0,1
26,50,39,墨田区,6,0,1
41,45,8,墨田区,5,0,1
54,65,40,墨田区,3,0,1
100,70,25,墨田区,6,0,1
140,105,23,墨田区,9,0,1
60,55,43,墨田区,7,0,1
23,25,19,墨田区,8,0,1
11,20,35,墨田区,10,0,1
25,35,43,墨田区,8,0,1
50,50,42,墨田区,6,0,1
72,65,29,墨田区,6,0,1
55,45,5,墨田区,4,0,1
100,75,25,墨田区,1,0,1
58,60,40,墨田区,5,0,1
93,75,28,墨田区,9,1,1
68,90,29,墨田区,5,0,1
55,50,48,墨田区,5,1,1
42,55,48,墨田区,5,0,1
51,50,36,墨田区,2,0,1
50,60,47,墨田区,4,1,1
27,50,48,墨田区,5,0,1
52,50,39,墨田区,4,0,1
28,30,13,墨田区,7,0,1
50,45,7,墨田区,6,0,1
50,55,8,墨田区,7,0,1
48,60,17,墨田区,5,0,1
7.2,25,35,墨田区,2,0,1
73,65,3,墨田区,10,0,1
77,55,2,墨田区,5,0,1
78,75,24,墨田区,6,0,1
42,45,7,墨田区,4,0,1
78,75,22,墨田区,8,0,1
73,55,13,墨田区,4,0,1
56,75,20,墨田区,4,0,1
40,35,7,墨田区,6,0,1
45,45,13,墨田区,5,0,1
57,55,9,墨田区,3,0,1
76,55,2,墨田区,5,0,1
65,80,21,墨田区,8,0,1
45,65,29,墨田区,4,0,1
35,50,44,墨田区,10,0,1
61,75,30,墨田区,10,1,1
35,50,44,墨田区,10,0,1
66,90,29,墨田区,3,0,1
54,65,31,墨田区,8,0,1
59,45,13,墨田区,4,0,1
19,20,18,墨田区,6,0,1
12,20,19,墨田区,7,0,1
25,20,19,墨田区,6,0,1
60,45,8,墨田区,10,0,1
64,50,9,墨田区,7,0,1
70,60,11,墨田区,11,0,1
90,65,31,墨田区,6,0,1
81,60,9,墨田区,9,0,1
55,60,29,墨田区,7,0,1
37,45,44,墨田区,12,0,1
21,35,46,墨田区,12,0,1
27,30,9,墨田区,10,0,1
52,55,33,墨田区,5,1,1
28,30,7,墨田区,6,0,1
63,45,14,墨田区,7,0,1
70,70,27,墨田区,4,0,1
54,70,28,墨田区,7,0,1
50,75,28,墨田区,3,0,1
25,25,2,墨田区,6,0,1
58,45,6,墨田区,7,0,1
36,45,7,墨田区,9,0,1
15,35,45,墨田区,6,0,1
18,45,47,墨田区,12,0,1
23,25,19,墨田区,10,0,1
24,30,12,墨田区,5,0,1
78,65,10,墨田区,4,0,1
44,45,38,墨田区,6,0,1
16,20,42,墨田区,1,0,1
53,45,9,墨田区,6,0,1
59,45,15,墨田区,6,1,1
160,70,6,江東区,4,0,0
110,55,6,江東区,4,0,0
90,70,19,江東区,9,0,0
75,60,11,江東区,9,0,0
78,55,17,江東区,5,0,0
70,45,4,江東区,8,0,0
80,65,15,江東区,5,0,0
87,55,11,江東区,9,0,0
70,50,17,江東区,5,0,0
93,60,15,江東区,6,0,0
64,50,11,江東区,9,0,0
120,90,16,江東区,9,0,0
100,60,6,江東区,8,0,0
85,60,11,江東区,9,0,0
80,60,15,江東区,6,0,0
80,70,19,江東区,9,0,0
65,50,4,江東区,8,0,0
67,50,11,江東区,9,0,0
65,50,4,江東区,8,0,0
93,60,6,江東区,3,0,0
90,55,6,江東区,4,0,0
100,85,19,江東区,10,0,0
73,55,11,江東区,9,0,0
110,55,6,江東区,8,0,0
97,55,6,江東区,5,0,0
64,45,15,江東区,6,0,0
76,70,21,江東区,4,0,0
85,65,16,江東区,11,0,0
87,60,5,江東区,2,0,0
87,65,16,江東区,9,0,0
110,55,6,江東区,4,0,0
94,55,6,江東区,3,0,0
98,65,5,江東区,2,0,0
64,45,15,江東区,5,0,0
70,45,15,江東区,6,0,0
110,55,6,江東区,4,0,0
99,85,19,江東区,10,0,0
180,85,6,江東区,4,0,0
120,85,16,江東区,9,0,0
150,70,6,江東区,6,0,0
110,60,6,江東区,4,0,0
85,75,19,江東区,9,0,0
84,60,15,江東区,6,0,0
88,70,19,江東区,10,0,0
25,25,14,江東区,5,0,0
110,75,15,江東区,6,0,0
90,65,16,江東区,11,0,0
85,60,15,江東区,6,0,0
95,55,6,江東区,4,0,0
85,55,6,江東区,3,0,0
110,75,17,江東区,5,0,0
140,85,17,江東区,5,0,0
130,85,15,江東区,6,0,0
85,65,15,江東区,6,0,0
99,55,6,江東区,4,0,0
79,60,17,江東区,4,0,0
83,60,17,江東区,5,0,0
68,50,17,江東区,5,0,0
93,65,15,江東区,6,0,0
76,60,21,江東区,4,0,0
110,55,6,江東区,4,0,0
120,55,6,江東区,4,0,0
110,75,15,江東区,6,0,0
130,70,6,江東区,4,0,0
39,50,45,江東区,3,0,0
23,50,53,江東区,14,0,0
17,55,53,江東区,15,0,0
30,55,49,江東区,15,0,0
30,55,44,江東区,7,0,0
27,65,44,江東区,8,0,0
40,60,31,江東区,14,0,0
23,55,53,江東区,15,0,0
35,60,44,江東区,12,0,0
75,85,20,江東区,10,1,0
61,70,13,江東区,14,0,0
50,75,40,江東区,9,0,0
41,85,40,江東区,8,0,0
53,75,25,江東区,7,0,0
24,50,38,江東区,7,0,0
79,75,3,江東区,7,0,0
20,35,51,江東区,7,0,0
72,60,3,江東区,7,0,0
39,70,12,江東区,14,0,0
42,65,28,江東区,9,0,0
21,35,23,江東区,13,0,0
84,95,26,江東区,9,0,0
110,75,10,江東区,6,0,0
28,30,9,江東区,6,0,0
36,40,52,江東区,5,0,0
26,25,15,江東区,4,0,0
55,55,24,江東区,2,1,0
29,25,9,江東区,6,0,0
24,25,16,江東区,3,0,0
90,60,1,江東区,5,0,0
23,35,52,江東区,5,0,0
30,30,11,江東区,1,0,0
65,60,23,江東区,3,0,0
43,55,51,江東区,4,0,0
68,60,20,江東区,3,0,0
37,40,51,江東区,4,0,0
36,45,45,江東区,4,0,0
24,30,12,江東区,3,0,0
12,20,36,江東区,6,0,0
38,50,46,江東区,10,0,0
130,75,7,江東区,11,0,0
33,30,5,江東区,6,0,0
42,40,20,江東区,7,1,0
70,65,32,江東区,13,0,0
120,75,7,江東区,11,0,0
65,60,26,江東区,9,0,0
48,75,44,江東区,6,0,0
95,75,22,江東区,11,0,0
32,30,8,江東区,2,0,0
26,35,33,江東区,3,0,0
57,60,27,江東区,2,0,0
36,75,42,江東区,9,1,0
76,80,12,江東区,16,0,0
34,55,46,江東区,13,0,0
70,70,24,江東区,10,0,0
65,75,12,江東区,11,0,0
23,55,46,江東区,13,0,0
35,65,42,江東区,9,0,0
40,70,42,江東区,9,0,0
83,75,12,江東区,12,0,0
80,75,25,江東区,7,0,0
72,70,12,江東区,13,0,0
84,70,14,江東区,5,0,0
90,70,11,江東区,11,0,0
81,60,7,江東区,5,0,0
