Price,Size,District,Tenure,Distance,RoomNumber,RoomK,RoomD,RoomL,Kenpei,Youseki,Reform,year_2024
80,55,千代田区,12,3,2,1,1,0,80,600,0,1
30,40,千代田区,43,4,1,1,1,0,80,700,0,1
27,20,千代田区,20,4,1,1,0,0,80,500,0,1
21,20,千代田区,14,4,1,1,0,0,80,600,0,0
29,30,千代田区,14,2,1,1,0,0,80,800,0,0
100,70,千代田区,45,7,2,1,1,1,60,400,1,1
38,45,千代田区,45,7,1,1,1,1,60,400,0,1
32,40,千代田区,40,7,1,1,1,1,60,400,0,0
150,65,千代田区,10,3,2,1,1,1,60,400,0,1
130,70,千代田区,5,3,3,1,1,1,80,600,0,0
260,100,千代田区,5,3,2,1,1,1,80,600,0,0
190,85,千代田区,11,2,3,1,1,1,80,500,0,1
300,90,千代田区,21,4,3,1,1,1,60,400,1,1
170,60,千代田区,19,3,2,1,1,1,60,400,1,1
190,80,千代田区,23,5,2,1,1,1,60,400,0,1
380,105,千代田区,7,5,2,1,1,1,80,400,0,1
250,85,千代田区,7,5,2,1,1,1,80,400,0,1
56,50,中央区,39,4,2,1,1,1,60,400,1,1
150,65,中央区,6,2,3,1,1,1,60,400,0,1
16,20,中央区,46,6,1,1,0,0,60,400,0,1
77,50,中央区,20,4,1,1,1,1,60,400,0,1
50,50,中央区,7,9,2,1,1,1,60,400,0,0
76,65,中央区,15,5,2,1,1,1,60,400,1,0
27,20,中央区,15,4,1,1,0,0,60,400,0,0
66,55,中央区,2,6,2,1,1,1,60,400,0,0
65,55,中央区,2,6,2,1,1,0,60,400,0,0
64,55,中央区,5,3,2,1,1,1,60,400,0,0
57,55,中央区,25,9,1,1,1,1,60,400,0,1
26,15,中央区,22,3,1,1,0,0,80,500,0,1
25,20,中央区,22,3,1,1,0,0,80,500,0,1
27,20,中央区,21,2,1,1,0,0,80,700,0,1
26,20,中央区,22,3,1,1,0,0,80,500,0,1
24,20,中央区,16,2,1,1,0,0,80,700,0,0
26,20,中央区,11,3,1,1,0,0,80,700,0,0
27,20,中央区,11,3,1,1,0,0,80,700,0,0
68,55,中央区,24,4,1,1,1,1,80,500,0,1
25,20,中央区,19,3,1,1,0,0,80,500,0,0
15,15,中央区,37,2,1,1,0,0,80,500,1,0
26,15,中央区,19,3,1,1,0,0,80,500,0,0
47,55,中央区,19,4,2,1,1,1,80,500,0,0
21,20,中央区,19,3,1,1,0,0,80,500,0,0
25,20,中央区,19,3,1,1,0,0,80,500,0,0
98,70,中央区,16,6,2,1,1,1,80,500,0,1
86,70,中央区,8,6,3,1,1,1,80,500,0,1
66,60,中央区,21,4,2,1,1,1,80,400,0,1
90,50,中央区,14,1,1,1,1,1,80,600,0,1
75,55,中央区,12,3,2,1,1,1,80,600,0,1
29,20,中央区,22,5,1,1,0,0,80,400,0,1
36,25,中央区,9,3,1,1,0,0,80,600,0,1
220,95,中央区,1,2,3,1,1,1,80,400,0,1
180,85,中央区,8,6,2,1,1,1,80,500,0,1
110,80,中央区,16,6,3,1,1,1,80,500,0,1
73,40,中央区,8,6,1,1,1,1,80,500,0,1
80,65,中央区,16,6,1,1,1,1,80,500,0,1
27,30,中央区,51,10,1,1,1,0,60,400,0,1
89,70,中央区,22,4,3,1,1,1,80,400,1,1
140,70,中央区,8,6,2,1,1,1,80,500,0,1
200,75,中央区,1,4,3,1,1,1,80,400,0,1
82,65,中央区,17,8,2,1,1,1,60,400,0,1
43,30,中央区,3,9,1,1,1,1,60,400,0,1
130,60,中央区,1,4,2,1,1,1,80,400,0,1
200,55,中央区,12,3,2,1,1,1,80,600,1,1
130,80,中央区,16,6,3,1,1,1,80,500,0,1
170,100,中央区,16,6,3,1,1,1,80,500,0,1
180,75,中央区,1,4,3,1,1,1,80,400,0,1
100,55,中央区,8,6,2,1,1,1,80,500,0,1
120,80,中央区,16,6,3,1,1,1,80,500,0,1
83,65,中央区,8,6,1,1,1,0,80,500,0,1
76,40,中央区,1,2,1,1,1,1,80,400,1,1
22,20,中央区,21,3,1,1,0,0,80,600,0,1
220,85,中央区,1,4,3,1,1,1,80,400,0,1
75,50,中央区,8,6,1,1,0,0,80,500,0,1
46,50,中央区,21,4,1,1,1,0,80,400,0,1
80,55,中央区,8,6,1,1,1,1,80,500,0,1
80,55,中央区,8,6,1,1,1,1,80,500,0,1
220,105,中央区,16,6,3,1,1,1,80,500,0,1
82,60,中央区,17,8,3,1,1,1,60,400,1,1
180,85,中央区,8,6,2,1,1,1,80,500,1,1
42,40,中央区,16,4,1,1,1,1,80,400,1,1
32,55,中央区,52,3,2,1,1,0,80,400,0,1
32,55,中央区,52,3,2,1,1,1,80,400,0,1
100,50,中央区,1,2,1,1,1,1,80,400,0,1
170,105,中央区,16,6,2,1,1,1,80,500,0,1
170,105,中央区,11,6,2,1,1,1,60,400,1,0
63,55,中央区,3,6,1,1,1,1,60,400,0,0
20,30,中央区,47,3,1,1,1,0,80,400,1,0
51,70,中央区,16,4,2,1,1,1,80,400,0,0
58,60,中央区,11,6,1,1,1,0,60,400,0,0
37,60,中央区,22,10,3,1,1,1,60,400,0,0
50,55,中央区,5,3,2,1,1,1,80,400,0,0
23,20,中央区,17,5,1,1,0,0,80,400,0,0
54,55,中央区,5,2,1,1,1,1,80,600,1,0
50,50,中央区,11,6,1,1,1,1,60,400,0,0
86,80,中央区,3,6,2,1,1,1,60,400,0,0
70,70,中央区,11,6,2,1,1,1,60,400,0,0
18,30,中央区,45,1,2,1,1,1,80,600,0,0
27,20,中央区,17,5,1,1,0,0,80,400,0,0
45,60,中央区,19,9,2,1,1,1,60,400,1,0
73,75,中央区,19,9,3,1,1,1,60,400,1,0
52,55,中央区,11,6,1,1,1,1,60,400,0,0
66,55,中央区,3,6,2,1,1,1,60,400,0,0
79,85,中央区,11,6,3,1,1,1,60,400,0,0
70,55,中央区,9,1,2,1,1,1,80,600,0,0
70,85,中央区,11,6,3,1,1,1,60,400,0,0
43,60,中央区,12,8,3,1,1,1,60,400,0,0
7.3,15,中央区,45,1,1,1,0,0,80,600,0,0
82,85,中央区,19,5,3,1,1,1,80,400,0,0
48,50,中央区,5,2,2,1,1,1,80,600,0,0
63,55,中央区,3,6,1,1,1,1,60,400,0,0
44,60,中央区,20,3,2,1,1,1,80,600,0,0
54,60,中央区,19,10,2,1,1,1,60,400,0,0
56,75,中央区,19,9,3,1,1,1,60,400,0,0
26,35,中央区,46,10,2,1,0,0,60,400,1,0
91,90,中央区,11,6,4,1,1,1,60,400,0,0
45,55,中央区,7,8,2,1,1,1,60,400,0,0
60,65,中央区,5,3,3,1,1,1,80,400,0,0
62,65,中央区,17,1,3,1,1,1,80,400,1,0
130,105,中央区,11,6,3,1,1,1,60,400,1,0
75,60,中央区,9,1,1,1,1,1,80,600,0,0
82,65,中央区,9,1,2,1,1,1,80,600,0,0
45,55,中央区,3,6,2,1,1,1,60,400,0,0
49,50,中央区,5,3,2,1,1,1,80,400,0,0
33,20,中央区,20,6,1,1,0,0,80,800,0,1
27,20,中央区,15,6,1,1,1,0,80,800,0,0
27,20,中央区,16,4,1,1,0,0,80,800,0,0
41,30,中央区,25,3,1,1,0,0,80,700,0,1
35,20,中央区,20,3,1,1,0,0,80,700,0,1
35,20,中央区,20,3,1,1,0,0,80,700,0,1
36,30,中央区,16,2,1,0,0,0,80,700,0,0
65,55,中央区,16,2,2,1,1,1,80,700,0,0
59,35,中央区,20,2,1,1,1,1,80,600,0,1
120,50,中央区,22,1,2,1,1,1,80,600,1,1
69,30,中央区,22,1,1,1,1,1,80,600,1,1
71,55,中央区,21,3,2,1,1,1,80,600,0,1
55,40,中央区,14,2,2,1,1,1,80,600,0,0
29,25,中央区,7,3,1,0,0,0,80,600,0,0
38,25,中央区,16,3,1,1,0,0,80,600,0,0
33,25,中央区,15,1,1,1,0,0,80,600,0,0
22,25,中央区,12,7,1,1,0,0,80,500,0,1
100,90,中央区,26,9,3,1,1,1,80,700,1,1
15,20,中央区,47,3,1,1,0,0,80,500,0,1
20,35,中央区,46,8,1,1,1,0,80,700,1,1
11,20,中央区,42,3,1,0,0,0,80,500,0,0
43,50,中央区,16,5,2,1,1,1,80,700,0,0
22,30,中央区,16,5,1,1,0,0,80,700,1,0
20,40,中央区,41,8,1,1,1,0,80,700,0,0
61,70,中央区,21,6,2,1,1,1,80,500,0,0
27,20,中央区,22,4,1,1,0,0,80,500,1,1
85,65,中央区,22,5,1,1,1,1,80,500,0,1
24,20,中央区,25,7,1,1,1,0,80,700,0,1
93,50,中央区,5,5,2,1,1,1,80,500,0,1
52,35,中央区,20,4,1,1,1,1,80,500,0,1
78,50,中央区,5,5,1,1,1,1,80,500,0,1
25,20,中央区,19,7,1,1,0,0,80,500,0,1
29,25,中央区,12,7,1,1,0,0,80,700,0,1
39,40,中央区,14,7,1,1,1,1,80,500,0,0
26,25,中央区,7,7,1,1,0,0,80,700,0,0
62,55,中央区,4,7,2,1,1,1,80,500,0,0
58,65,中央区,18,8,2,1,1,0,80,500,0,0
35,30,中央区,15,4,1,1,0,0,80,500,0,0
69,65,中央区,4,7,3,1,1,1,80,500,0,0
40,40,中央区,14,9,1,1,1,1,80,700,0,0
66,70,中央区,15,4,3,1,1,1,80,700,0,0
25,20,中央区,20,7,1,1,0,0,80,700,0,0
7.8,15,中央区,45,1,1,1,0,0,80,700,0,0
27,30,中央区,19,4,1,1,0,0,80,500,0,0
47,50,中央区,14,7,1,1,1,1,80,500,0,0
45,60,中央区,15,3,2,1,1,1,80,700,0,0
64,70,中央区,14,7,3,1,1,1,80,500,0,0
110,85,中央区,4,4,3,1,1,1,80,500,0,0
47,30,中央区,26,1,1,1,1,1,80,600,1,1
56,40,中央区,17,3,1,1,1,1,80,600,0,1
140,70,中央区,23,3,3,1,1,1,80,600,1,1
200,85,中央区,11,3,2,1,1,1,80,600,0,1
45,40,中央区,26,1,1,1,1,1,80,600,0,1
110,65,中央区,4,1,2,1,1,1,80,600,0,0
61,60,中央区,17,1,2,1,1,1,80,600,0,0
31,20,中央区,20,2,1,1,0,0,80,600,0,1
130,55,中央区,12,2,2,1,1,1,80,600,1,1
29,20,中央区,17,1,1,1,0,0,80,600,1,1
18,20,中央区,17,1,1,1,0,0,80,500,0,0
28,35,中央区,48,1,1,1,1,1,80,700,1,0
34,40,中央区,48,1,1,1,1,1,80,700,1,0
23,15,中央区,19,1,1,1,0,0,80,600,0,0
42,40,中央区,15,2,1,1,1,1,80,600,0,0
22,20,中央区,26,2,1,1,0,0,80,500,0,1
63,60,中央区,42,7,2,1,1,1,80,500,1,1
48,45,中央区,42,2,2,1,1,0,80,800,0,1
98,75,中央区,24,5,3,1,1,1,80,500,0,1
59,40,中央区,12,6,1,1,1,1,80,500,0,1
90,85,中央区,19,3,3,1,1,1,80,500,0,1
80,35,中央区,24,5,1,1,1,1,80,500,0,1
58,35,中央区,7,1,1,1,1,1,80,700,0,1
23,20,中央区,22,5,1,1,0,0,80,500,0,1
33,40,中央区,37,3,1,1,1,1,80,600,1,0
56,60,中央区,20,5,1,1,1,1,80,500,0,0
23,30,中央区,30,3,1,1,1,1,80,500,0,0
53,45,中央区,12,2,2,1,1,1,80,700,0,0
46,35,中央区,9,4,1,1,1,1,80,500,0,0
37,65,中央区,38,4,3,1,1,1,80,700,0,0
70,60,中央区,4,4,2,1,1,1,80,500,0,0
26,20,中央区,14,3,1,1,0,0,80,500,0,0
14,20,中央区,45,3,1,1,0,0,80,600,0,1
28,25,中央区,45,4,1,0,0,0,80,600,1,1
19,15,中央区,45,4,1,1,0,0,80,600,1,1
14,20,中央区,40,4,1,0,0,0,80,600,0,0
26,35,中央区,47,3,1,1,1,1,80,600,0,0
13,15,中央区,40,4,1,1,0,0,80,600,0,0
13,20,中央区,40,4,1,0,0,0,80,600,0,0
16,35,中央区,47,3,1,1,1,1,80,600,0,0
18,25,中央区,50,4,1,1,0,0,80,400,1,1
32,25,中央区,20,6,1,1,0,0,80,400,0,1
20,15,中央区,28,6,1,1,0,0,80,400,0,1
17,15,中央区,21,6,1,1,0,0,80,400,0,0
110,80,中央区,21,1,3,1,1,1,80,500,0,1
29,20,中央区,21,5,1,1,0,0,80,600,0,1
100,75,中央区,21,5,3,1,1,1,80,600,0,1
100,75,中央区,21,5,2,1,1,1,80,600,0,1
68,40,中央区,13,3,1,1,1,1,80,400,0,1
51,35,中央区,21,3,1,1,1,0,80,600,1,1
140,70,中央区,4,2,3,1,1,1,80,500,0,1
80,50,中央区,16,4,2,1,1,1,80,600,0,1
83,55,中央区,21,1,1,1,1,1,80,500,0,1
26,20,中央区,21,1,1,1,0,0,80,600,0,1
78,40,中央区,9,1,1,1,1,1,80,600,0,1
99,70,中央区,21,1,2,1,1,1,80,500,0,1
91,55,中央区,9,1,2,1,1,1,80,600,0,1
170,80,中央区,4,2,3,1,1,1,80,500,0,1
110,55,中央区,4,2,1,1,1,1,80,500,0,1
60,45,中央区,12,4,1,1,1,1,80,500,0,1
23,20,中央区,16,3,1,1,0,0,80,600,0,0
17,25,中央区,48,4,1,1,1,0,80,400,1,0
22,20,中央区,17,2,1,1,0,0,80,600,0,0
84,85,中央区,16,1,2,1,1,1,80,500,1,0
20,20,中央区,17,3,1,1,0,0,80,600,0,0
12,25,中央区,48,4,1,1,1,0,80,400,0,0
60,70,中央区,35,2,3,1,1,1,80,400,0,0
61,55,中央区,17,1,2,1,1,1,80,600,0,0
89,75,中央区,0,2,3,1,1,1,80,500,0,0
52,40,中央区,0,2,1,1,1,1,80,500,0,0
63,70,中央区,18,6,2,1,1,1,80,400,1,0
20,20,中央区,16,1,1,1,0,0,80,600,0,0
21,20,中央区,17,3,1,1,0,0,80,600,0,0
9.7,20,中央区,17,3,1,1,0,0,80,600,0,0
20,70,中央区,35,2,3,1,1,1,80,400,0,0
34,40,中央区,22,4,2,1,1,0,80,400,0,0
23,20,中央区,17,2,1,1,0,0,80,600,0,0
38,30,中央区,23,1,1,1,1,0,80,600,1,0
52,40,中央区,0,2,1,1,1,1,80,500,0,0
84,65,中央区,0,2,2,1,1,0,80,500,0,0
82,70,中央区,0,2,2,1,1,1,80,500,0,0
54,35,中央区,18,1,1,1,1,1,80,600,0,1
110,75,中央区,33,7,2,1,1,1,60,400,1,1
180,80,中央区,25,9,3,1,1,1,80,600,1,1
67,55,中央区,18,1,2,1,1,0,80,600,1,1
36,25,中央区,11,1,1,1,0,0,80,400,1,1
160,100,中央区,31,8,3,1,1,1,60,400,0,1
130,70,中央区,25,9,2,1,1,1,80,600,1,1
56,35,中央区,22,1,1,1,1,0,80,600,1,1
130,70,中央区,24,4,3,1,1,1,80,400,1,1
82,55,中央区,16,1,2,1,1,1,80,600,0,1
80,60,中央区,31,8,1,1,1,1,60,400,0,1
78,55,中央区,13,2,2,1,1,1,80,600,0,1
85,60,中央区,13,1,3,1,1,1,80,400,0,1
35,50,中央区,51,3,2,1,1,0,80,600,1,1
52,35,中央区,33,7,1,1,1,1,60,400,1,1
60,50,中央区,6,2,2,1,1,1,80,400,1,1
100,70,中央区,8,3,3,1,1,1,80,400,0,1
67,50,中央区,20,3,1,1,1,1,80,400,0,1
83,55,中央区,22,1,1,1,1,1,80,600,1,1
31,35,中央区,28,7,1,1,0,0,60,400,0,0
55,55,中央区,13,2,2,1,1,1,80,700,0,0
70,70,中央区,26,8,2,1,1,1,60,400,0,0
71,70,中央区,17,1,2,1,1,1,80,600,0,0
53,55,中央区,26,8,1,1,1,1,60,400,0,0
68,65,中央区,20,9,2,1,1,1,80,600,0,0
55,65,中央区,19,4,3,1,1,1,80,400,0,0
25,20,中央区,13,3,1,1,0,0,60,400,0,0
92,95,中央区,28,7,2,1,1,1,60,400,0,0
55,55,中央区,26,9,1,1,1,1,60,400,0,0
83,70,中央区,20,9,2,1,1,1,80,600,0,0
14,25,中央区,46,3,1,1,0,0,80,600,0,0
69,70,中央区,26,9,2,1,1,1,60,400,0,0
84,80,中央区,26,8,2,1,1,1,60,400,1,0
110,100,中央区,28,7,3,1,1,1,60,400,1,0
51,50,中央区,15,3,1,1,1,1,80,400,0,0
66,45,中央区,15,8,1,1,1,1,80,800,1,0
27,20,中央区,22,1,1,1,0,0,80,600,0,1
26,20,中央区,17,4,1,1,0,0,80,600,0,0
40,25,中央区,15,3,1,1,0,0,80,700,0,0
26,20,中央区,17,2,1,1,0,0,80,600,0,1
90,55,中央区,20,2,2,1,1,1,80,600,1,1
23,20,中央区,21,2,1,1,0,0,80,600,0,1
24,25,中央区,6,2,1,1,1,0,80,600,0,0
69,55,中央区,6,1,2,1,1,1,80,500,0,0
22,20,中央区,17,3,1,1,0,0,80,600,0,0
65,50,中央区,1,4,1,1,1,1,80,600,0,0
29,25,中央区,6,2,1,1,0,0,80,600,0,0
30,25,中央区,15,3,1,1,0,0,80,600,1,0
25,20,中央区,21,3,1,1,0,0,80,600,0,1
27,30,中央区,14,3,1,1,1,0,80,500,0,1
67,40,中央区,12,2,1,1,1,1,80,500,0,1
15,25,中央区,42,2,1,1,0,0,80,700,0,1
23,15,中央区,25,4,1,1,1,0,80,500,1,1
70,60,中央区,19,1,2,1,1,1,80,700,0,1
22,25,中央区,26,2,1,1,0,0,80,700,1,1
38,40,中央区,23,2,1,1,1,1,80,500,1,1
55,30,中央区,2,3,1,1,1,1,80,700,0,1
100,65,中央区,24,2,2,1,1,1,80,700,0,1
68,70,中央区,17,3,3,1,1,1,80,500,0,0
22,20,中央区,21,2,1,1,0,0,80,700,1,0
20,25,中央区,21,2,1,1,0,0,80,700,0,0
21,30,中央区,37,3,1,1,0,0,80,700,1,0
46,40,中央区,8,3,1,1,1,1,80,600,0,0
56,50,中央区,20,1,2,1,1,1,80,500,1,0
21,20,中央区,17,3,1,1,1,0,80,600,0,0
43,50,中央区,20,1,2,1,1,1,80,700,0,0
23,20,中央区,14,3,1,1,0,0,80,500,0,0
12,20,中央区,37,3,1,1,0,0,80,700,0,0
23,20,中央区,14,3,1,1,0,0,80,500,0,0
48,50,中央区,13,3,2,1,1,0,80,700,0,0
21,20,中央区,20,4,1,1,0,0,80,500,0,0
