種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅_名称,最寄駅_距離,取引価格,間取り,面積,建築年,建物の構造,都市計画,取引時期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,千歳烏山,21,44000000,３ＬＤＫ,80,1995年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,千歳烏山,12,42000000,２ＬＤＫ,65,2007年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,芦花公園,4,58000000,３ＬＤＫ,80,1999年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,2,78000000,２ＬＤＫ,55,2015年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,4,72000000,３ＬＤＫ,65,2014年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,9,77000000,３ＬＤＫ,70,2012年,ＲＣ,２中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,4,80000000,３ＬＤＫ,75,2018年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,桜新町,9,73000000,３ＬＤＫ,70,2014年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,三軒茶屋,14,45000000,２ＬＤＫ,70,1970年,ＳＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,15,32000000,１ＬＤＫ,35,1991年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,11,69000000,３ＬＤＫ,85,2017年,軽量鉄骨造,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,祐天寺,11,97000000,３ＬＤＫ,75,2018年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,7,32000000,３ＤＫ,50,1972年,,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,祐天寺,10,32000000,１ＤＫ,40,1982年,ＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,16,84000000,３ＬＤＫ,75,2018年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,祐天寺,13,55000000,２ＬＤＫ＋Ｓ,80,2014年,軽量鉄骨造,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,新町,桜新町,9,47000000,２ＬＤＫ,70,1982年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,下北沢,10,120000000,２ＬＤＫ,80,2019年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,池ノ上,7,78000000,３ＬＤＫ,90,1998年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,下北沢,12,35000000,２ＬＤＫ,50,1970年,ＳＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,池ノ上,2,82000000,２ＬＤＫ,75,2005年,ＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,池ノ上,6,120000000,３ＬＤＫ,80,2014年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,下北沢,12,46000000,２ＬＤＫ,75,1981年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,下北沢,4,15000000,１Ｒ,30,1973年,ＳＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,下北沢,5,130000000,２ＬＤＫ,75,2012年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,3,57000000,１Ｒ,70,1974年,ＳＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,9,49000000,２ＤＫ,45,1997年,ＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,,,6500000,１Ｋ,20,,,,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,10,11000000,１Ｒ,20,1987年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,4,36000000,１ＬＤＫ,45,1983年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,3,52000000,１ＬＤＫ,40,2011年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,3,18000000,１Ｋ,30,2000年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,13,55000000,２ＬＤＫ＋Ｓ,80,2017年,鉄骨造,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,5,38000000,２ＬＤＫ,60,1997年,ＳＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,2,16000000,１Ｋ,25,,,,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,自由が丘(東京),15,120000000,３ＬＤＫ,110,2001年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,14,68000000,２ＬＤＫ,80,2008年,ＳＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,9,74000000,３ＬＤＫ,90,2003年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,12,59000000,３ＬＤＫ,85,1997年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,15,80000000,２ＬＤＫ,75,2010年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,8,79000000,２ＬＤＫ,75,2007年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,15,69000000,２ＬＤＫ＋Ｓ,100,2006年,ＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,14,45000000,１ＬＤＫ,65,1970年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,13,67000000,２ＬＤＫ,55,2017年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,15,72000000,２ＬＤＫ,80,2006年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,12,54000000,２ＬＤＫ,55,1992年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,駒沢大学,4,56000000,２ＬＤＫ,50,1999年,ＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,12,33000000,２ＬＤＫ,50,1972年,ＳＲＣ,２種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,14,35000000,２ＬＤＫ,60,1970年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,駒沢大学,7,46000000,２ＬＤＫ,55,1994年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,13,100000000,２ＬＤＫ,95,2003年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,八幡山,八幡山,1,37000000,２ＬＤＫ,50,1993年,ＲＣ,近隣商業,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,八幡山,八幡山,1,37000000,１ＬＤＫ,45,1993年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,10,120000000,３ＬＤＫ,85,2015年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,5,11000000,１Ｒ,20,1996年,ＳＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,9,44000000,３ＬＤＫ,65,1984年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,8,88000000,３ＬＤＫ,90,2006年,ＲＣ,１低住専,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,8,60000000,４ＬＤＫ,95,1974年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,梅丘,梅ケ丘,7,67000000,３ＬＤＫ,80,2000年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,大原,代田橋,2,18000000,１ＬＤＫ＋Ｓ,65,1969年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,大原,代田橋,3,13000000,１Ｒ,25,1990年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,大原,代田橋,3,55000000,３ＬＤＫ,65,1997年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,緑が丘(東京),1,65000000,３ＬＤＫ,85,1998年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,石川台,8,16000000,１ＤＫ,35,1972年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,自由が丘(東京),8,20000000,１Ｋ,30,1966年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,奥沢,6,120000000,３ＬＤＫ＋Ｓ,135,1987年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,九品仏,1,29000000,１ＤＫ,30,1998年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,自由が丘(東京),6,49000000,３ＬＤＫ,55,1979年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,奥沢,10,67000000,３ＬＤＫ,95,2001年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,九品仏,4,24000000,２ＤＫ,50,1970年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,奥沢,10,54000000,２ＬＤＫ,65,1998年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,奥沢,5,23000000,１ＬＤＫ,30,1965年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,奥沢,3,180000000,３ＬＤＫ,110,2016年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,奥沢,九品仏,2,55000000,３Ｋ,90,1979年,ＲＣ,２中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,粕谷,芦花公園,6,80000000,３ＬＤＫ,75,2018年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,粕谷,芦花公園,6,79000000,３ＬＤＫ,75,2018年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,駒沢大学,6,56000000,１ＬＤＫ,45,2019年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,駒沢大学,6,56000000,１ＬＤＫ,45,2019年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,三軒茶屋,10,50000000,２ＬＤＫ,55,2014年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,三軒茶屋,9,18000000,１Ｋ,25,1999年,ＳＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,三軒茶屋,10,65000000,２ＬＤＫ,55,2014年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,駒沢大学,3,44000000,２ＬＤＫ,60,1970年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,松陰神社前,6,42000000,１ＬＤＫ,65,1992年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,三軒茶屋,7,12000000,１Ｒ,20,1986年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,三軒茶屋,10,60000000,２ＬＤＫ,70,2014年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,駒沢大学,13,81000000,３ＬＤＫ,75,2014年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,駒沢大学,4,13000000,１Ｒ,20,1988年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,松陰神社前,3,87000000,２ＬＤＫ,85,2006年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,三軒茶屋,9,44000000,２ＬＤＫ,60,1985年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上馬,駒沢大学,9,11000000,１Ｒ,20,1992年,ＳＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上野毛,上野毛,3,30000000,３ＤＫ,55,1972年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上野毛,二子玉川,11,84000000,３ＬＤＫ,95,1998年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上野毛,上野毛,6,37000000,１ＬＤＫ,55,1983年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上野毛,二子玉川,9,93000000,３ＬＤＫ,90,2002年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上野毛,上野毛,2,52000000,２ＬＤＫ,55,1980年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,上野毛,上野毛,4,58000000,３ＬＤＫ,85,1977年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,久我山,10,50000000,３ＬＤＫ,70,1994年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,千歳烏山,6,80000000,２ＬＤＫ＋Ｓ,100,2005年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,富士見ケ丘,11,62000000,３ＬＤＫ,75,2012年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,富士見ケ丘,10,45000000,２ＬＤＫ,75,1997年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,千歳烏山,22,40000000,３ＬＤＫ,75,1999年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,千歳烏山,6,80000000,４ＬＤＫ,100,2006年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,芦花公園,5,75000000,４ＬＤＫ,95,1999年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,千歳烏山,6,92000000,２ＬＤＫ＋Ｓ,100,2005年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,北烏山,富士見ケ丘,11,56000000,３ＬＤＫ,75,2012年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,4,80000000,１ＬＤＫ＋Ｓ,55,2018年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,桜新町,9,89000000,３ＬＤＫ,80,2014年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,8,46000000,２ＬＤＫ,65,1973年,ＳＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,6,12000000,１Ｋ,20,1985年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,駒沢,駒沢大学,4,68000000,１ＬＤＫ＋Ｓ,55,2018年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,9,14000000,２Ｋ,35,1972年,ＳＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,10,120000000,２ＬＤＫ,75,2004年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,祐天寺,9,48000000,１ＬＤＫ,55,1983年,ＲＣ,２中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,三軒茶屋,9,43000000,１ＬＤＫ,45,2007年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,祐天寺,7,65000000,２ＬＤＫ,65,1998年,ＲＣ,２低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,11,59000000,２ＬＤＫ,85,1981年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,8,14000000,１ＬＤＫ,35,1969年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,祐天寺,8,11000000,１Ｒ,20,2020年,ＲＣ,２中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,下馬,学芸大学,14,44000000,１ＬＤＫ,50,1999年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,新町,,,25000000,１Ｋ,25,,,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,新町,桜新町,10,62000000,２ＬＤＫ,55,2011年,ＲＣ,準住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,新町,桜新町,4,110000000,３ＬＤＫ,95,2000年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,代沢,下北沢,13,95000000,２ＬＤＫ,70,2013年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,10,99000000,２ＬＤＫ,70,2008年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,4,30000000,２ＤＫ,40,1977年,ＳＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,6,16000000,１Ｒ,25,1984年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,3,29000000,１Ｒ,25,1999年,ＳＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,7,9500000,１Ｒ,20,1988年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,10,160000000,３ＬＤＫ,105,2008年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,4,16000000,１ＤＫ,30,1985年,鉄骨造,商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,,,24000000,１Ｋ,30,,,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,10,69000000,２ＬＤＫ,65,2014年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,太子堂,三軒茶屋,5,11000000,１Ｋ,20,1990年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,9,76000000,３ＬＤＫ,85,2012年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,8,76000000,３ＬＤＫ,90,1999年,ＳＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,15,150000000,３ＬＤＫ,150,2008年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,10,67000000,２ＬＤＫ,65,2015年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,10,68000000,３ＬＤＫ,85,1996年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,9,64000000,２ＬＤＫ,80,2001年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,等々力,3,49000000,２ＬＤＫ,55,1996年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,8,67000000,２ＬＤＫ,70,2007年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,尾山台,16,85000000,２ＬＤＫ＋Ｓ,75,2018年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,等々力,自由が丘(東京),15,95000000,２ＬＤＫ,90,2004年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,13,61000000,３ＬＤＫ,85,1971年,ＳＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,11,93000000,２ＬＤＫ,95,1997年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,駒沢大学,13,73000000,２ＬＤＫ＋Ｓ,75,2008年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,駒沢大学,5,76000000,３ＬＤＫ,70,2012年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,学芸大学,12,95000000,３ＬＤＫ,75,2015年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,野沢,駒沢大学,6,9800000,１Ｒ,25,1969年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,6,86000000,１Ｒ,75,2012年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,3,58000000,２ＬＤＫ,55,1997年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,6,24000000,１ＤＫ,30,2002年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,9,82000000,３ＬＤＫ,75,2006年,ＲＣ,準住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,9,41000000,２ＬＤＫ,60,1984年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,6,55000000,２ＬＤＫ,60,2000年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,7,140000000,３ＬＤＫ,130,2005年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,6,23000000,１Ｋ,30,2001年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,5,44000000,２ＬＤＫ,50,2002年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,6,80000000,３ＬＤＫ,75,2005年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,用賀,用賀,3,78000000,３ＬＤＫ,80,1985年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,赤堤,下高井戸,10,52000000,２ＬＤＫ,75,2005年,ＲＣ,１低住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,赤堤,豪徳寺,6,13000000,１Ｋ,20,1993年,ＲＣ,近隣商業,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,赤堤,下高井戸,9,49000000,１ＬＤＫ,65,1999年,ＲＣ,１低住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,赤堤,経堂,8,34000000,３ＬＤＫ,70,1974年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,赤堤,経堂,10,77000000,３ＬＤＫ,75,2013年,ＲＣ,１低住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,赤堤,経堂,9,71000000,３ＬＤＫ,75,2013年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,駒場東大前,9,28000000,２ＬＤＫ,40,1971年,ＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,池尻大橋,7,94000000,２ＬＤＫ,75,2012年,ＲＣ,１種住居,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,駒場東大前,8,56000000,２ＬＤＫ,65,2004年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,池尻大橋,8,73000000,２ＬＤＫ,105,1986年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,池尻大橋,7,90000000,３ＬＤＫ,70,2012年,ＲＣ,１種住居,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,池尻大橋,7,95000000,３ＬＤＫ,75,2012年,ＲＣ,１種住居,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,池尻大橋,7,95000000,２ＬＤＫ,80,2008年,ＳＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13112,東京都,世田谷区,池尻,池尻大橋,10,71000000,２ＬＤＫ,70,2004年,ＲＣ,１中住専,2021年第1四半期
