種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅_名称,最寄駅_距離,取引価格,間取り,面積,建築年,建物の構造,都市計画,取引時期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,53000000,１ＬＤＫ,40,2015年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,33000000,１Ｋ,30,2018年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,2,27000000,１Ｋ,25,2006年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,秋葉原,5,49000000,１ＬＤＫ,50,2013年,ＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段北,市ケ谷,3,71000000,２ＬＤＫ,75,2005年,鉄骨造,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段北,九段下,1,22000000,１Ｒ,30,1980年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段北,市ケ谷,4,47000000,１ＬＤＫ,60,1981年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,平河町,半蔵門,2,16000000,１Ｒ,20,1983年,ＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,平河町,半蔵門,3,110000000,２ＬＤＫ,65,2017年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,3,170000000,１ＬＤＫ＋Ｓ,65,2014年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,2,200000000,２ＬＤＫ,95,2009年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,1,24000000,１Ｒ,25,2004年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,49000000,１ＬＤＫ,40,2015年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,小伝馬町,2,79000000,１ＬＤＫ,55,2013年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,50000000,１ＬＤＫ,40,2016年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,小伝馬町,2,70000000,２ＬＤＫ,55,2013年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,44000000,１ＤＫ,35,2018年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,5,27000000,１Ｋ,25,2013年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,45000000,１ＬＤＫ,45,2015年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,小伝馬町,2,69000000,２ＬＤＫ,55,2013年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田富山町,神田(東京),4,37000000,１ＤＫ,45,2011年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,平河町,半蔵門,2,16000000,１Ｒ,25,1980年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,2,96000000,１ＬＤＫ,60,2009年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,2,150000000,２ＬＤＫ,80,2009年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,四番町,市ケ谷,3,230000000,３ＬＤＫ,105,2018年,ＲＣ,１種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,四番町,市ケ谷,3,95000000,２ＬＤＫ,60,2018年,ＲＣ,１種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,神田(東京),7,19000000,１Ｋ,25,2004年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,秋葉原,7,19000000,１Ｒ,25,1985年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,42000000,１ＤＫ,35,2018年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,秋葉原,3,25000000,１Ｋ,30,2002年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,小伝馬町,2,45000000,１ＬＤＫ,35,2013年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,神田(東京),8,26000000,１Ｋ,30,2006年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段北,九段下,5,62000000,２ＬＤＫ,60,1971年,ＳＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段北,九段下,1,60000000,１ＬＤＫ,65,1980年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,平河町,麹町,3,35000000,１Ｒ,40,1978年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,平河町,麹町,3,61000000,２ＬＤＫ,65,1978年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,4,140000000,３ＬＤＫ,75,2014年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,4,200000000,１ＬＤＫ,100,2014年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,3,140000000,１ＬＤＫ,55,2014年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,四番町,市ケ谷,3,70000000,１ＬＤＫ,45,2018年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,3,51000000,１ＬＤＫ,40,2016年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,40000000,１ＬＤＫ,35,2015年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,3,54000000,１ＬＤＫ,45,2016年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,2,83000000,３ＬＤＫ,70,2013年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,3,55000000,１ＬＤＫ,45,2016年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,4,34000000,１Ｋ,35,2007年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,小伝馬町,4,32000000,１Ｋ,35,2009年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,馬喰町,4,12000000,１Ｋ,25,1981年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,小伝馬町,5,12000000,１Ｒ,25,1981年,ＲＣ,近隣商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,小伝馬町,4,50000000,１ＬＤＫ,45,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,岩本町,岩本町,3,46000000,１ＬＤＫ,35,2016年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田富山町,神田(東京),4,52000000,１ＤＫ,45,2011年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田東紺屋町,岩本町,3,24000000,１Ｋ,25,2005年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段北,九段下,6,180000000,２ＬＤＫ,85,2000年,ＳＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段北,市ケ谷,3,100000000,２ＬＤＫ,60,2015年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,平河町,永田町,3,290000000,３ＬＤＫ,115,2014年,ＲＣ,２種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,平河町,麹町,4,19000000,１Ｒ,25,,ＳＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,2,90000000,１ＬＤＫ,55,2009年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,2,170000000,２ＬＤＫ,70,2009年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,富士見,飯田橋,2,110000000,１ＬＤＫ,60,2009年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,四番町,麹町,4,100000000,２ＬＤＫ,75,1969年,ＲＣ,２種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田鍛冶町,神田(東京),2,44000000,１ＬＤＫ,35,2012年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田佐久間町,,,44000000,１ＬＤＫ,40,,,,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田佐久間町,秋葉原,5,51000000,１ＬＤＫ,45,2017年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田佐久間町,秋葉原,6,56000000,２ＬＤＫ,60,2003年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,2,18000000,１Ｒ,25,1982年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,2,15000000,１Ｒ,25,1982年,ＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田多町,淡路町,2,45000000,１ＬＤＫ,40,2007年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田練塀町,秋葉原,4,60000000,１ＬＤＫ,45,2006年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田東松下町,岩本町,1,80000000,２ＬＤＫ,60,2018年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田東松下町,岩本町,1,24000000,１Ｋ,25,2005年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,麹町,麹町,1,23000000,１Ｒ,20,1992年,鉄骨造,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,31000000,１Ｒ,30,2000年,ＲＣ,１種住居,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,6,31000000,１Ｋ,30,2005年,ＲＣ,２種住居,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,6,23000000,１Ｋ,25,1977年,ＳＲＣ,１種住居,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,二番町,麹町,1,140000000,２ＬＤＫ,90,2004年,ＲＣ,２種住居,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,二番町,麹町,1,65000000,１Ｋ,45,2004年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,六番町,麹町,4,85000000,２ＬＤＫ,60,2012年,ＲＣ,１種住居,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田佐久間町,秋葉原,7,83000000,２ＬＤＫ,70,2016年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田佐久間町,秋葉原,7,48000000,１ＤＫ,45,2008年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田佐久間町,秋葉原,5,58000000,１ＬＤＫ,50,2017年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,2,47000000,１ＬＤＫ,35,2014年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,2,50000000,１ＬＤＫ,40,2009年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田司町,淡路町,4,46000000,１ＬＤＫ,40,2015年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田美土代町,淡路町,1,70000000,１ＬＤＫ,50,2017年,ＲＣ,,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,麹町,麹町,2,130000000,２ＬＤＫ,75,2011年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,麹町,麹町,2,130000000,２ＬＤＫ,70,2015年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,麹町,麹町,1,130000000,２ＬＤＫ,60,2019年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,98000000,１ＬＤＫ,70,2003年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,五番町,市ケ谷,4,32000000,１Ｒ,40,1982年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,4,200000000,３ＬＤＫ,110,1971年,ＳＲＣ,１種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,市ケ谷,5,80000000,２ＬＤＫ＋Ｓ,75,1969年,ＳＲＣ,１種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,3,160000000,２ＬＤＫ,90,2003年,ＲＣ,２種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,二番町,麹町,2,24000000,１Ｒ,25,1982年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,二番町,麹町,3,150000000,３ＬＤＫ,85,2015年,ＲＣ,２種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,六番町,市ケ谷,5,83000000,１ＬＤＫ,65,1984年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田佐久間町,秋葉原,5,57000000,１ＬＤＫ,50,2017年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,九段下,2,51000000,１ＤＫ,45,2000年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,2,70000000,２ＬＤＫ,60,2009年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,1,140000000,２ＬＤＫ,75,2003年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,,,40000000,１ＬＤＫ,45,,,,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田美土代町,淡路町,1,47000000,１ＤＫ,35,2017年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田美土代町,淡路町,1,39000000,１Ｋ,25,2017年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,麹町,麹町,2,90000000,２ＬＤＫ,55,2015年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,130000000,３ＬＤＫ,95,1971年,,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,5,22000000,１Ｒ,25,1986年,ＲＣ,２種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,7,170000000,２ＬＤＫ,105,2001年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,二番町,四ツ谷,4,85000000,２ＬＤＫ,60,2006年,ＲＣ,２種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,六番町,麹町,2,82000000,１ＬＤＫ,65,1999年,ＲＣ,１種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,六番町,四ツ谷,4,120000000,２ＬＤＫ,75,1978年,ＳＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田鍛冶町,神田(東京),2,46000000,１ＬＤＫ,40,2012年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,2,54000000,１ＬＤＫ,40,2009年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,1,32000000,１Ｋ,30,2005年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,神保町,1,81000000,１ＬＤＫ,40,2003年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田神保町,九段下,3,58000000,１ＬＤＫ,45,2011年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田東松下町,岩本町,1,170000000,２ＬＤＫ,105,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,麹町,麹町,2,21000000,１Ｋ,30,1980年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,33000000,１Ｒ,30,2000年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,五番町,市ケ谷,4,90000000,２ＬＤＫ,75,1982年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,5,170000000,３ＬＤＫ,100,2001年,ＲＣ,２種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,市ケ谷,5,46000000,１ＤＫ,30,2012年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,三番町,半蔵門,5,150000000,２ＬＤＫ,90,2003年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,二番町,麹町,2,12000000,１Ｒ,15,1972年,ＳＲＣ,２種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,神田(東京),5,14000000,１Ｒ,20,1979年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田淡路町,新御茶ノ水,3,110000000,１ＬＤＫ,55,2013年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田淡路町,新御茶ノ水,3,110000000,１ＬＤＫ,45,2013年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田淡路町,新御茶ノ水,3,190000000,３ＬＤＫ,80,2013年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田駿河台,水道橋,6,180000000,３ＬＤＫ,85,2018年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田錦町,小川町(東京),5,60000000,１ＬＤＫ＋Ｓ,55,2002年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,7,81000000,１ＬＤＫ,65,2008年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,5,80000000,２ＬＤＫ,65,1998年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,2,85000000,２ＬＤＫ,60,2013年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,36000000,１Ｋ,35,2019年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,5,47000000,１ＬＤＫ,45,2012年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,48000000,１ＬＤＫ,40,2015年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,76000000,２ＬＤＫ,60,2015年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,3,59000000,３ＬＤＫ,65,2005年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,69000000,２ＬＤＫ,60,2012年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,神田(東京),7,76000000,２ＬＤＫ,55,2019年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,大手町(東京),5,70000000,１ＬＤＫ,45,2019年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,大手町(東京),5,120000000,３ＬＤＫ,75,2019年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,神田(東京),4,25000000,１Ｋ,25,2001年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田淡路町,新御茶ノ水,3,190000000,２ＬＤＫ,70,2013年,鉄骨造,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田淡路町,新御茶ノ水,1,24000000,１Ｋ,25,2003年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田駿河台,水道橋,6,170000000,３ＬＤＫ,85,2018年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田駿河台,御茶ノ水,5,15000000,１Ｒ,25,1970年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,5,20000000,１Ｒ,25,1982年,ＳＲＣ,,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,6,19000000,１Ｋ,25,2003年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,九段下,8,44000000,１ＤＫ,40,2003年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,九段下,7,25000000,１Ｋ,25,2003年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,秋葉原,6,16000000,１Ｋ,30,1980年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,68000000,２ＬＤＫ,55,2015年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,浅草橋,6,64000000,１ＬＤＫ＋Ｓ,70,2005年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,神田(東京),3,75000000,３ＬＤＫ,65,2013年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,神田(東京),7,77000000,２ＬＤＫ,55,2019年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,淡路町,4,79000000,２ＬＤＫ,55,2013年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田淡路町,新御茶ノ水,3,170000000,２ＬＤＫ,65,2013年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田駿河台,御茶ノ水,5,16000000,１Ｒ,20,1975年,ＳＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田錦町,新御茶ノ水,5,84000000,２ＬＤＫ,60,2018年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,9,17000000,１Ｒ,30,1981年,ＳＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,2,100000000,２ＬＤＫ,60,2013年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,6,17000000,１Ｒ,25,1981年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,九段下,8,57000000,１ＬＤＫ,50,2000年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,九段下,3,16000000,１Ｋ,35,1982年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,秋葉原,7,62000000,２ＬＤＫ,55,2013年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,岩本町,4,38000000,１ＤＫ,40,2007年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,秋葉原,9,110000000,３ＬＤＫ,75,2015年,ＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,3,38000000,１ＬＤＫ,40,2001年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,秋葉原,7,66000000,２ＬＤＫ,55,2013年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田三崎町,水道橋,3,41000000,１ＬＤＫ,35,2013年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,内神田,大手町(東京),5,50000000,１ＬＤＫ,40,2014年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田淡路町,新御茶ノ水,3,230000000,２ＬＤＫ,80,2013年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田錦町,淡路町,4,26000000,１Ｋ,25,2003年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田錦町,新御茶ノ水,5,60000000,１ＬＤＫ,40,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,7,24000000,１Ｋ,25,2000年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,8,34000000,１Ｒ,35,2000年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,九段南,市ケ谷,6,17000000,１Ｒ,20,1981年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,4,89000000,３ＬＤＫ,70,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,42000000,１ＤＫ,35,2012年,ＲＣ,商業,2021年第4四半期
