Price,BuildY,TradeY,TradeQ,Tenure,Size,Distance,D,District,Area
64,2012,2023,1,11,50,3,1,CBD,CBD
13,1978,2023,1,45,25,5,1,CBD,CBD
18,1986,2023,1,37,25,5,1,CBD,CBD
88,2004,2023,1,19,70,2,1,CBD,CBD
66,1985,2023,1,38,70,3,1,CBD,CBD
45,1983,2023,1,40,50,5,1,CBD,CBD
88,2004,2023,1,19,70,6,1,CBD,CBD
44,2009,2023,1,14,40,1,1,CBD,CBD
43,2009,2023,1,14,35,5,1,CBD,CBD
65,2000,2023,1,23,70,5,1,CBD,CBD
48,1984,2023,1,39,60,6,1,CBD,CBD
20,2005,2023,1,18,25,5,1,CBD,CBD
110,2002,2023,1,21,75,9,1,CBD,CBD
65,1993,2023,1,30,55,6,1,CBD,CBD
80,2000,2023,1,23,75,5,1,CBD,CBD
47,1998,2023,1,25,35,3,1,CBD,CBD
30,1983,2023,1,40,40,9,1,CBD,CBD
72,1999,2023,1,24,65,8,1,CBD,CBD
63,1978,2023,1,45,65,10,1,CBD,CBD
91,2016,2023,1,7,75,5,1,CBD,CBD
28,1991,2023,1,32,35,3,1,CBD,CBD
110,2005,2023,1,18,75,10,1,CBD,CBD
30,2016,2023,1,7,25,5,1,CBD,CBD
70,1997,2023,1,26,70,5,1,CBD,CBD
61,2016,2023,1,7,50,5,1,CBD,CBD
77,2016,2023,1,7,55,5,1,CBD,CBD
38,1979,2023,1,44,70,4,1,CBD,CBD
83,2011,2023,1,12,60,3,1,CBD,CBD
20,1987,2023,1,36,25,6,1,CBD,CBD
79,1997,2023,1,26,65,4,1,CBD,CBD
26,1979,2023,1,44,35,6,1,CBD,CBD
120,2015,2023,1,8,75,5,1,CBD,CBD
84,2017,2023,1,6,60,7,1,CBD,CBD
80,2014,2023,1,9,55,3,1,CBD,CBD
45,2008,2023,1,15,35,1,1,CBD,CBD
96,2010,2023,1,13,65,2,1,CBD,CBD
40,1979,2023,1,44,50,6,1,CBD,CBD
42,2013,2023,1,10,35,5,1,CBD,CBD
52,2011,2023,1,12,40,2,1,CBD,CBD
75,1997,2023,1,26,65,4,1,CBD,CBD
130,2013,2023,1,10,70,9,1,CBD,CBD
130,2013,2023,1,10,70,5,1,CBD,CBD
34,1998,2023,1,25,30,7,1,CBD,CBD
98,1999,2023,1,24,65,9,1,CBD,CBD
65,1995,2023,1,28,60,2,1,CBD,CBD
39,1999,2023,1,24,45,3,1,CBD,CBD
45,1983,2023,1,40,40,5,1,CBD,CBD
57,2001,2023,1,22,60,7,1,CBD,CBD
65,2018,2023,1,5,45,4,1,CBD,CBD
89,2018,2023,1,5,60,7,1,CBD,CBD
130,2014,2023,1,9,70,5,1,CBD,CBD
78,2003,2023,1,20,50,6,1,CBD,CBD
59,2018,2023,1,5,40,4,1,CBD,CBD
82,2014,2023,1,9,55,6,1,CBD,CBD
62,2018,2023,1,5,45,4,1,CBD,CBD
52,2001,2021,1,20,70,5,0,台東区,East
20,1983,2021,1,38,30,3,0,台東区,East
60,2001,2021,1,20,70,5,0,台東区,East
18,1983,2021,1,38,25,1,0,台東区,East
37,2013,2021,1,8,50,8,0,台東区,East
42,2013,2021,1,8,55,9,0,台東区,East
22,2008,2021,1,13,35,10,0,台東区,East
20,2009,2021,1,12,30,8,0,台東区,East
57,2016,2021,1,5,55,6,0,台東区,East
57,2012,2021,1,9,60,4,0,台東区,East
70,2008,2021,1,13,65,8,0,台東区,East
27,1985,2021,1,36,30,1,0,台東区,East
78,2008,2021,1,13,70,8,0,台東区,East
42,1995,2021,1,26,60,4,0,台東区,East
27,2009,2021,1,12,45,9,0,台東区,East
72,2016,2021,1,5,80,7,0,台東区,East
25,1983,2021,1,38,50,4,0,台東区,East
23,2007,2021,1,14,30,6,0,台東区,East
69,1998,2021,1,23,90,2,0,台東区,East
55,2013,2021,1,8,60,5,0,台東区,East
30,1999,2021,1,22,35,3,0,台東区,East
67,2014,2021,1,7,70,5,0,台東区,East
29,2010,2021,1,11,30,6,0,台東区,East
49,2003,2021,1,18,70,5,0,台東区,East
54,2014,2021,1,7,70,6,0,台東区,East
45,2004,2021,1,17,75,3,0,台東区,East
53,2003,2021,1,18,85,5,0,台東区,East
22,1980,2021,1,41,45,4,0,台東区,East
40,2016,2021,1,5,45,4,0,台東区,East
20,2009,2021,1,12,30,3,0,台東区,East
66,2003,2021,1,18,75,4,0,台東区,East
37,2004,2021,1,17,40,6,0,台東区,East
59,2001,2021,1,20,70,3,0,台東区,East
21,2012,2021,1,9,30,9,0,台東区,East
25,1983,2021,1,38,50,12,0,台東区,East
44,1999,2021,1,22,60,10,0,台東区,East
60,2011,2021,1,10,65,5,0,台東区,East
42,1999,2021,1,22,55,1,0,台東区,East
18,2011,2021,1,10,30,15,0,台東区,East
21,1978,2021,1,43,40,7,0,台東区,East
18,2000,2021,1,21,25,1,0,台東区,East
56,2012,2021,1,9,60,1,0,台東区,East
38,2006,2021,1,15,40,1,0,台東区,East
70,2000,2021,1,21,60,2,0,台東区,East
87,2016,2021,1,5,80,6,0,台東区,East
74,2016,2021,1,5,75,6,0,台東区,East
63,2000,2021,1,21,70,5,0,台東区,East
37,2016,2021,1,5,35,4,0,台東区,East
19,2011,2021,1,10,30,5,0,台東区,East
45,2010,2021,1,11,55,4,0,台東区,East
84,2010,2021,1,11,65,7,0,台東区,East
50,2010,2021,1,11,45,7,0,台東区,East
78,2013,2021,1,8,60,5,0,台東区,East
83,2010,2021,1,11,65,7,0,台東区,East
73,2012,2021,1,9,60,6,0,台東区,East
98,2010,2021,1,11,70,7,0,台東区,East
26,1997,2021,1,24,45,4,0,台東区,East
38,1997,2021,1,24,60,4,0,台東区,East
55,2016,2021,1,5,50,6,0,台東区,East
45,1995,2021,1,26,45,3,0,台東区,East
79,2016,2021,1,5,70,3,0,台東区,East
36,2016,2021,1,5,40,5,0,台東区,East
25,1982,2021,1,39,45,2,0,台東区,East
31,2003,2021,1,18,45,2,0,台東区,East
48,2004,2021,1,17,70,3,0,台東区,East
44,2011,2021,1,10,45,1,0,台東区,East
50,2002,2021,1,19,65,2,0,台東区,East
59,2014,2021,1,7,70,5,0,台東区,East
69,2002,2021,1,19,65,4,0,台東区,East
39,2014,2021,1,7,40,3,0,台東区,East
56,2000,2023,1,23,60,5,1,台東区,East
32,2006,2023,1,17,30,2,1,台東区,East
70,2001,2023,1,22,75,3,1,台東区,East
82,2006,2023,1,17,65,1,1,台東区,East
32,2005,2023,1,18,35,4,1,台東区,East
44,2011,2023,1,12,45,5,1,台東区,East
38,1985,2023,1,38,50,2,1,台東区,East
55,2004,2023,1,19,65,9,1,台東区,East
15,1984,2023,1,39,35,9,1,台東区,East
36,1995,2023,1,28,55,10,1,台東区,East
38,2013,2023,1,10,45,5,1,台東区,East
24,2008,2023,1,15,35,10,1,台東区,East
60,2014,2023,1,9,65,9,1,台東区,East
35,2007,2023,1,16,30,5,1,台東区,East
55,2003,2023,1,20,60,4,1,台東区,East
40,1995,2023,1,28,45,3,1,台東区,East
64,2016,2023,1,7,55,6,1,台東区,East
77,2014,2023,1,9,65,7,1,台東区,East
57,1995,2023,1,28,65,3,1,台東区,East
36,2017,2023,1,6,30,4,1,台東区,East
65,2007,2023,1,16,75,6,1,台東区,East
68,2016,2023,1,7,75,6,1,台東区,East
23,1975,2023,1,48,50,6,1,台東区,East
59,2012,2023,1,11,50,4,1,台東区,East
45,2012,2023,1,11,45,5,1,台東区,East
35,2012,2023,1,11,35,4,1,台東区,East
13,1982,2023,1,41,25,4,1,台東区,East
75,2016,2023,1,7,75,4,1,台東区,East
44,2004,2023,1,19,55,6,1,台東区,East
39,2017,2023,1,6,30,4,1,台東区,East
70,2007,2023,1,16,80,6,1,台東区,East
33,2017,2023,1,6,40,14,1,台東区,East
67,2018,2023,1,5,55,5,1,台東区,East
77,2016,2023,1,7,65,5,1,台東区,East
64,2017,2023,1,6,55,8,1,台東区,East
49,2017,2023,1,6,45,5,1,台東区,East
34,2018,2023,1,5,35,4,1,台東区,East
58,2012,2023,1,11,70,6,1,台東区,East
53,2014,2023,1,9,65,7,1,台東区,East
47,2011,2023,1,12,55,6,1,台東区,East
35,2009,2023,1,14,40,7,1,台東区,East
42,2002,2023,1,21,55,3,1,台東区,East
40,2017,2023,1,6,45,7,1,台東区,East
57,2003,2023,1,20,80,6,1,台東区,East
31,2009,2023,1,14,35,6,1,台東区,East
37,2009,2023,1,14,35,3,1,台東区,East
77,2012,2023,1,11,65,3,1,台東区,East
55,2016,2023,1,7,55,4,1,台東区,East
30,1981,2023,1,42,50,12,1,台東区,East
52,2005,2023,1,18,70,7,1,台東区,East
21,1991,2023,1,32,35,13,1,台東区,East
37,1991,2023,1,32,65,7,1,台東区,East
51,2011,2023,1,12,55,7,1,台東区,East
68,1999,2023,1,24,65,1,1,台東区,East
49,1999,2023,1,24,55,1,1,台東区,East
22,2008,2023,1,15,30,3,1,台東区,East
44,1987,2023,1,36,70,2,1,台東区,East
56,1999,2023,1,24,55,10,1,台東区,East
63,2012,2023,1,11,60,1,1,台東区,East
47,2011,2023,1,12,45,4,1,台東区,East
92,2015,2023,1,8,65,1,1,台東区,East
33,2008,2023,1,15,30,4,1,台東区,East
58,2000,2023,1,23,65,3,1,台東区,East
50,2011,2023,1,12,45,5,1,台東区,East
62,2005,2023,1,18,70,7,1,台東区,East
66,2012,2023,1,11,60,9,1,台東区,East
13,1985,2023,1,38,30,7,1,台東区,East
91,2016,2023,1,7,75,7,1,台東区,East
28,2007,2023,1,16,45,7,1,台東区,East
71,2001,2023,1,22,80,3,1,台東区,East
43,2010,2023,1,13,45,5,1,台東区,East
44,2016,2023,1,7,45,6,1,台東区,East
27,2015,2023,1,8,30,3,1,台東区,East
61,2000,2023,1,23,70,5,1,台東区,East
42,2009,2023,1,14,40,3,1,台東区,East
58,2004,2023,1,19,65,7,1,台東区,East
37,2016,2023,1,7,35,4,1,台東区,East
42,2009,2023,1,14,40,5,1,台東区,East
70,2013,2023,1,10,60,6,1,台東区,East
26,2016,2023,1,7,30,4,1,台東区,East
24,2009,2023,1,14,25,3,1,台東区,East
23,2009,2023,1,14,30,3,1,台東区,East
54,1978,2023,1,45,65,5,1,台東区,East
120,2010,2023,1,13,70,7,1,台東区,East
32,2003,2023,1,20,30,6,1,台東区,East
34,1982,2023,1,41,55,1,1,台東区,East
38,2012,2023,1,11,45,5,1,台東区,East
63,2013,2023,1,10,65,3,1,台東区,East
38,1982,2023,1,41,55,1,1,台東区,East
35,1982,2023,1,41,65,1,1,台東区,East
95,2002,2023,1,21,80,8,1,台東区,East
120,2002,2023,1,21,80,7,1,台東区,East
75,1999,2023,1,24,75,4,1,台東区,East
90,2002,2023,1,21,80,2,1,台東区,East
86,2002,2023,1,21,70,2,1,台東区,East
35,1982,2023,1,41,40,2,1,台東区,East
19,2008,2023,1,15,30,6,1,台東区,East
48,1989,2023,1,34,65,3,1,台東区,East
50,2017,2023,1,6,45,2,1,台東区,East
60,2017,2023,1,6,70,3,1,台東区,East
34,2000,2023,1,23,35,3,1,台東区,East
33,1980,2023,1,43,50,3,1,台東区,East
25,2002,2023,1,21,30,1,1,台東区,East
12,1984,2023,1,39,25,5,1,台東区,East
32,1983,2023,1,40,45,4,1,台東区,East
65,2001,2023,1,22,70,1,1,台東区,East
22,1976,2023,1,47,65,5,1,台東区,East
100,2012,2023,1,11,85,3,1,台東区,East
110,2012,2023,1,11,80,3,1,台東区,East
78,2012,2023,1,11,75,4,1,台東区,East
42,2008,2023,1,15,40,3,1,台東区,East
38,2000,2023,1,23,45,10,1,台東区,East
82,2012,2023,1,11,70,3,1,台東区,East
48,1999,2023,1,24,55,4,1,台東区,East
65,2003,2021,1,18,70,9,0,墨田区,East
58,2011,2021,1,10,60,7,0,墨田区,East
60,2015,2021,1,6,65,8,0,墨田区,East
60,2005,2021,1,16,65,8,0,墨田区,East
45,2008,2021,1,13,55,1,0,墨田区,East
60,2002,2021,1,19,75,6,0,墨田区,East
40,1980,2021,1,41,70,3,0,墨田区,East
51,1999,2021,1,22,80,6,0,墨田区,East
43,1995,2021,1,26,65,8,0,墨田区,East
45,1999,2021,1,22,75,6,0,墨田区,East
55,2000,2021,1,21,65,5,0,墨田区,East
21,1984,2021,1,37,35,9,0,墨田区,East
14,1978,2021,1,43,30,4,0,墨田区,East
39,1987,2021,1,34,70,9,0,墨田区,East
23,2014,2021,1,7,25,4,0,墨田区,East
30,1996,2021,1,25,65,2,0,墨田区,East
16,1987,2021,1,34,35,8,0,墨田区,East
45,1994,2021,1,27,70,8,0,墨田区,East
53,2012,2021,1,9,55,5,0,墨田区,East
36,1979,2021,1,42,60,8,0,墨田区,East
60,2011,2021,1,10,55,6,0,墨田区,East
64,2000,2021,1,21,75,8,0,墨田区,East
26,2010,2021,1,11,35,2,0,墨田区,East
23,2013,2021,1,8,30,5,0,墨田区,East
36,1972,2021,1,49,55,6,0,墨田区,East
32,2011,2021,1,10,40,9,0,墨田区,East
63,2016,2021,1,5,65,12,0,墨田区,East
67,2011,2021,1,10,70,7,0,墨田区,East
34,2009,2021,1,12,45,6,0,墨田区,East
58,1999,2021,1,22,70,8,0,墨田区,East
36,2013,2021,1,8,55,6,0,墨田区,East
22,2012,2021,1,9,30,9,0,墨田区,East
63,2013,2021,1,8,65,9,0,墨田区,East
31,1996,2021,1,25,50,6,0,墨田区,East
55,1999,2021,1,22,70,8,0,墨田区,East
63,2003,2021,1,18,70,7,0,墨田区,East
17,1972,2021,1,49,35,2,0,墨田区,East
54,2009,2021,1,12,70,10,0,墨田区,East
60,2012,2021,1,9,65,8,0,墨田区,East
68,2009,2021,1,12,75,10,0,墨田区,East
31,1989,2021,1,32,55,8,0,墨田区,East
12,1991,2021,1,30,25,8,0,墨田区,East
40,1989,2021,1,32,55,8,0,墨田区,East
31,2004,2021,1,17,40,1,0,墨田区,East
40,2002,2021,1,19,55,2,0,墨田区,East
27,1978,2021,1,43,45,4,0,墨田区,East
43,1987,2021,1,34,65,3,0,墨田区,East
16,1981,2021,1,40,40,5,0,墨田区,East
38,1980,2021,1,41,55,3,0,墨田区,East
35,1997,2021,1,24,50,4,0,墨田区,East
28,1997,2021,1,24,70,8,0,墨田区,East
42,2008,2021,1,13,65,11,0,墨田区,East
37,1990,2021,1,31,45,7,0,墨田区,East
43,2004,2021,1,17,65,3,0,墨田区,East
52,2014,2021,1,7,60,5,0,墨田区,East
48,1990,2021,1,31,60,3,0,墨田区,East
33,2006,2021,1,15,55,6,0,墨田区,East
44,1997,2021,1,24,70,5,0,墨田区,East
63,1997,2021,1,24,85,5,0,墨田区,East
25,1982,2021,1,39,65,5,0,墨田区,East
43,2006,2021,1,15,80,10,0,墨田区,East
40,2006,2021,1,15,75,10,0,墨田区,East
31,1996,2021,1,25,65,9,0,墨田区,East
12,1973,2021,1,48,30,3,0,墨田区,East
34,2015,2021,1,6,45,3,0,墨田区,East
9.8,1979,2021,1,42,40,2,0,墨田区,East
31,1997,2021,1,24,65,2,0,墨田区,East
15,1980,2021,1,41,45,4,0,墨田区,East
46,2000,2021,1,21,75,5,0,墨田区,East
17,2008,2021,1,13,25,2,0,墨田区,East
29,2011,2021,1,10,40,5,0,墨田区,East
39,2003,2021,1,18,65,8,0,墨田区,East
26,1991,2021,1,30,50,2,0,墨田区,East
48,2007,2021,1,14,85,2,0,墨田区,East
39,2016,2021,1,5,45,11,0,墨田区,East
44,2003,2021,1,18,80,2,0,墨田区,East
37,2000,2021,1,21,65,14,0,墨田区,East
35,2000,2021,1,21,65,14,0,墨田区,East
60,2004,2021,1,17,85,5,0,墨田区,East
45,2006,2021,1,15,55,9,0,墨田区,East
38,2005,2021,1,16,55,9,0,墨田区,East
35,1992,2021,1,29,55,7,0,墨田区,East
15,1982,2021,1,39,50,8,0,墨田区,East
22,1980,2021,1,41,55,11,0,墨田区,East
57,2015,2021,1,6,65,11,0,墨田区,East
63,2014,2021,1,7,65,6,0,墨田区,East
12,1973,2021,1,48,25,10,0,墨田区,East
37,2000,2021,1,21,65,5,0,墨田区,East
14,2007,2021,1,14,25,9,0,墨田区,East
35,1997,2021,1,24,65,6,0,墨田区,East
15,1981,2021,1,40,55,12,0,墨田区,East
36,2000,2021,1,21,65,5,0,墨田区,East
42,2014,2021,1,7,70,7,0,墨田区,East
40,1999,2021,1,22,65,4,0,墨田区,East
18,2006,2021,1,15,25,6,0,墨田区,East
53,2001,2021,1,20,60,5,0,墨田区,East
70,2012,2023,1,11,70,1,1,墨田区,East
65,2015,2023,1,8,65,7,1,墨田区,East
27,1981,2023,1,42,45,12,1,墨田区,East
31,1980,2023,1,43,60,6,1,墨田区,East
48,2008,2023,1,15,55,9,1,墨田区,East
63,2003,2023,1,20,80,2,1,墨田区,East
55,2008,2023,1,15,60,8,1,墨田区,East
46,2012,2023,1,11,55,4,1,墨田区,East
50,2008,2023,1,15,55,2,1,墨田区,East
100,2015,2023,1,8,75,3,1,墨田区,East
58,2015,2023,1,8,60,3,1,墨田区,East
70,2014,2023,1,9,70,3,1,墨田区,East
65,2014,2023,1,9,70,3,1,墨田区,East
93,2012,2023,1,11,70,4,1,墨田区,East
16,1978,2023,1,45,40,5,1,墨田区,East
23,1979,2023,1,44,35,7,1,墨田区,East
64,2012,2023,1,11,60,4,1,墨田区,East
110,2008,2023,1,15,75,5,1,墨田区,East
34,2014,2023,1,9,35,9,1,墨田区,East
43,2002,2023,1,21,80,7,1,墨田区,East
38,2004,2023,1,19,70,6,1,墨田区,East
51,2006,2023,1,17,80,3,1,墨田区,East
62,2017,2023,1,6,75,4,1,墨田区,East
38,2001,2023,1,22,75,7,1,墨田区,East
41,2002,2023,1,21,65,6,1,墨田区,East
30,1989,2023,1,34,45,10,1,墨田区,East
56,1996,2023,1,27,60,7,1,墨田区,East
56,2005,2023,1,18,60,8,1,墨田区,East
43,1982,2023,1,41,60,12,1,墨田区,East
92,2006,2023,1,17,65,4,1,墨田区,East
27,1987,2023,1,36,35,7,1,墨田区,East
120,2006,2023,1,17,90,3,1,墨田区,East
11,1978,2023,1,45,35,8,1,墨田区,East
39,1993,2023,1,30,55,6,1,墨田区,East
8,1978,2023,1,45,35,11,1,墨田区,East
29,2010,2023,1,13,35,2,1,墨田区,East
59,1998,2023,1,25,60,2,1,墨田区,East
33,2010,2023,1,13,35,2,1,墨田区,East
65,2004,2023,1,19,70,1,1,墨田区,East
46,2018,2023,1,5,40,8,1,墨田区,East
39,2013,2023,1,10,55,6,1,墨田区,East
50,2016,2023,1,7,60,9,1,墨田区,East
53,2017,2023,1,6,60,8,1,墨田区,East
47,2009,2023,1,14,55,6,1,墨田区,East
50,2011,2023,1,12,55,9,1,墨田区,East
55,2017,2023,1,6,60,8,1,墨田区,East
55,2012,2023,1,11,60,8,1,墨田区,East
39,1997,2023,1,26,60,9,1,墨田区,East
42,1994,2023,1,29,60,8,1,墨田区,East
38,2008,2023,1,15,40,7,1,墨田区,East
21,2015,2023,1,8,25,10,1,墨田区,East
60,1999,2023,1,24,75,8,1,墨田区,East
40,2013,2023,1,10,45,6,1,墨田区,East
43,2008,2023,1,15,40,7,1,墨田区,East
56,1996,2023,1,27,75,6,1,墨田区,East
52,2004,2023,1,19,60,5,1,墨田区,East
63,2008,2023,1,15,70,10,1,墨田区,East
56,2009,2023,1,14,60,11,1,墨田区,East
29,1979,2023,1,44,35,6,1,墨田区,East
44,1987,2023,1,36,65,3,1,墨田区,East
38,1980,2023,1,43,55,4,1,墨田区,East
69,1992,2023,1,31,70,1,1,墨田区,East
26,2007,2023,1,16,25,5,1,墨田区,East
65,2002,2023,1,21,70,2,1,墨田区,East
55,2000,2023,1,23,80,7,1,墨田区,East
82,2018,2023,1,5,80,13,1,墨田区,East
49,2014,2023,1,9,75,9,1,墨田区,East
32,1996,2023,1,27,65,6,1,墨田区,East
27,2007,2023,1,16,50,1,1,墨田区,East
48,2018,2023,1,5,65,13,1,墨田区,East
41,1986,2023,1,37,55,3,1,墨田区,East
76,2017,2023,1,6,70,3,1,墨田区,East
70,2017,2023,1,6,70,7,1,墨田区,East
75,2011,2023,1,12,75,4,1,墨田区,East
62,1993,2023,1,30,65,10,1,墨田区,East
66,2014,2023,1,9,65,4,1,墨田区,East
61,2015,2023,1,8,65,7,1,墨田区,East
44,2014,2023,1,9,45,4,1,墨田区,East
43,2014,2023,1,9,45,4,1,墨田区,East
36,2006,2023,1,17,55,6,1,墨田区,East
75,2014,2023,1,9,70,4,1,墨田区,East
35,1982,2023,1,41,65,11,1,墨田区,East
57,2011,2023,1,12,55,5,1,墨田区,East
36,1981,2023,1,42,65,4,1,墨田区,East
35,1989,2023,1,34,55,5,1,墨田区,East
24,1982,2023,1,41,50,8,1,墨田区,East
57,2005,2023,1,18,65,5,1,墨田区,East
32,1982,2023,1,41,65,6,1,墨田区,East
49,2003,2023,1,20,65,8,1,墨田区,East
42,1996,2023,1,27,65,10,1,墨田区,East
25,1989,2023,1,34,55,4,1,墨田区,East
16,1989,2023,1,34,35,10,1,墨田区,East
32,1985,2023,1,38,50,10,1,墨田区,East
20,2012,2023,1,11,30,6,1,墨田区,East
45,2009,2023,1,14,60,10,1,墨田区,East
7,1978,2023,1,45,35,7,1,墨田区,East
40,2014,2023,1,9,45,8,1,墨田区,East
65,2001,2023,1,22,70,10,1,墨田区,East
64,2013,2023,1,10,65,4,1,墨田区,East
65,1995,2023,1,28,65,6,1,墨田区,East
49,2005,2023,1,18,75,7,1,墨田区,East
30,2006,2023,1,17,35,5,1,墨田区,East
44,2014,2023,1,9,45,2,1,墨田区,East
46,1981,2023,1,42,65,2,1,墨田区,East
44,1975,2023,1,48,65,3,1,墨田区,East
15,1981,2023,1,42,25,2,1,墨田区,East
24,1977,2023,1,46,40,1,1,墨田区,East
29,2011,2023,1,12,40,6,1,墨田区,East
29,1988,2023,1,35,45,6,1,墨田区,East
66,2014,2021,1,7,75,12,0,江東区,East
54,2008,2021,1,13,70,3,0,江東区,East
61,2008,2021,1,13,70,3,0,江東区,East
44,2004,2021,1,17,65,3,0,江東区,East
66,2006,2021,1,15,90,7,0,江東区,East
69,2014,2021,1,7,75,8,0,江東区,East
73,2008,2021,1,13,85,3,0,江東区,East
71,2009,2021,1,12,85,8,0,江東区,East
58,2008,2021,1,13,60,3,0,江東区,East
59,2008,2021,1,13,65,3,0,江東区,East
60,2009,2021,1,12,65,8,0,江東区,East
40,2010,2021,1,11,40,5,0,江東区,East
56,2014,2021,1,7,60,8,0,江東区,East
55,2010,2021,1,11,60,5,0,江東区,East
47,2009,2021,1,12,45,8,0,江東区,East
70,2010,2021,1,11,75,5,0,江東区,East
69,2004,2021,1,17,80,4,0,江東区,East
55,2010,2021,1,11,60,5,0,江東区,East
95,2014,2021,1,7,80,8,0,江東区,East
74,2006,2021,1,15,90,7,0,江東区,East
56,2009,2021,1,12,65,8,0,江東区,East
54,2008,2021,1,13,65,3,0,江東区,East
67,2008,2021,1,13,75,3,0,江東区,East
66,2006,2021,1,15,80,7,0,江東区,East
70,2006,2021,1,15,90,7,0,江東区,East
58,2014,2021,1,7,60,8,0,江東区,East
38,2010,2021,1,11,40,5,0,江東区,East
65,2010,2021,1,11,75,5,0,江東区,East
59,2009,2021,1,12,60,8,0,江東区,East
66,2010,2021,1,11,70,5,0,江東区,East
58,2010,2021,1,11,60,5,0,江東区,East
70,2010,2021,1,11,80,5,0,江東区,East
67,2008,2021,1,13,75,3,0,江東区,East
48,2008,2021,1,13,60,5,0,江東区,East
34,1985,2021,1,36,70,10,0,江東区,East
40,2004,2021,1,17,70,7,0,江東区,East
38,2013,2021,1,8,70,14,0,江東区,East
45,2006,2021,1,15,85,14,0,江東区,East
25,1998,2021,1,23,60,15,0,江東区,East
63,2002,2021,1,19,90,6,0,江東区,East
65,2015,2021,1,6,75,6,0,江東区,East
60,2005,2021,1,16,70,5,0,江東区,East
65,2012,2021,1,9,75,4,0,江東区,East
59,2005,2021,1,16,70,5,0,江東区,East
46,2005,2021,1,16,65,3,0,江東区,East
50,2005,2021,1,16,60,3,0,江東区,East
59,2013,2021,1,8,70,8,0,江東区,East
27,1980,2021,1,41,55,8,0,江東区,East
80,2013,2021,1,8,90,8,0,江東区,East
37,2004,2021,1,17,55,8,0,江東区,East
63,2004,2021,1,17,70,12,0,江東区,East
76,2013,2021,1,8,75,8,0,江東区,East
63,2009,2021,1,12,65,1,0,江東区,East
41,2000,2021,1,21,60,4,0,江東区,East
6.5,1974,2021,1,47,25,5,0,江東区,East
44,1985,2021,1,36,70,6,0,江東区,East
53,1997,2021,1,24,70,3,0,江東区,East
60,2004,2021,1,17,80,6,0,江東区,East
37,2002,2021,1,19,70,13,0,江東区,East
54,2013,2021,1,8,75,12,0,江東区,East
52,2014,2021,1,7,70,12,0,江東区,East
35,1983,2021,1,38,70,7,0,江東区,East
33,1979,2021,1,42,55,14,0,江東区,East
32,1983,2021,1,38,55,13,0,江東区,East
31,1983,2021,1,38,75,7,0,江東区,East
30,1985,2021,1,36,55,9,0,江東区,East
52,2015,2021,1,6,65,11,0,江東区,East
61,2005,2021,1,16,85,9,0,江東区,East
69,2013,2021,1,8,70,9,0,江東区,East
64,2013,2021,1,8,70,10,0,江東区,East
55,2005,2021,1,16,85,9,0,江東区,East
58,2005,2021,1,16,80,9,0,江東区,East
24,1989,2021,1,32,50,9,0,江東区,East
24,1982,2021,1,39,55,3,0,江東区,East
28,2009,2021,1,12,30,3,0,江東区,East
38,1997,2021,1,24,60,6,0,江東区,East
20,1976,2021,1,45,65,9,0,江東区,East
47,2004,2021,1,17,65,9,0,江東区,East
14,1989,2021,1,32,35,3,0,江東区,East
29,1981,2021,1,40,75,5,0,江東区,East
61,2004,2021,1,17,90,2,0,江東区,East
46,2008,2021,1,13,75,8,0,江東区,East
46,2001,2021,1,20,80,8,0,江東区,East
38,2001,2021,1,20,75,8,0,江東区,East
58,1997,2021,1,24,90,6,0,江東区,East
25,2012,2021,1,9,40,7,0,江東区,East
28,1980,2021,1,41,70,7,0,江東区,East
27,1992,2021,1,29,45,3,0,江東区,East
24,1990,2021,1,31,55,5,0,江東区,East
63,2016,2021,1,5,85,9,0,江東区,East
50,2008,2021,1,13,85,11,0,江東区,East
54,2009,2021,1,12,85,8,0,江東区,East
43,1980,2021,1,41,75,11,0,江東区,East
58,2012,2021,1,9,65,10,0,江東区,East
49,2004,2021,1,17,70,3,0,江東区,East
26,1985,2021,1,36,45,12,0,江東区,East
40,1982,2021,1,39,60,4,0,江東区,East
31,1982,2021,1,39,60,4,0,江東区,East
11,1974,2021,1,47,25,13,0,江東区,East
44,2009,2021,1,12,75,8,0,江東区,East
43,2007,2021,1,14,60,9,0,江東区,East
43,2006,2021,1,15,75,12,0,江東区,East
43,2004,2021,1,17,60,6,0,江東区,East
55,1997,2021,1,24,75,2,0,江東区,East
57,2016,2021,1,5,75,9,0,江東区,East
50,2014,2021,1,7,65,10,0,江東区,East
33,1982,2021,1,39,65,6,0,江東区,East
27,1980,2021,1,41,55,2,0,江東区,East
50,2013,2021,1,8,60,7,0,江東区,East
50,1988,2021,1,33,85,6,0,江東区,East
45,1988,2021,1,33,80,6,0,江東区,East
35,1982,2021,1,39,70,8,0,江東区,East
52,2013,2021,1,8,80,7,0,江東区,East
17,1984,2021,1,37,40,10,0,江東区,East
54,2012,2021,1,9,60,4,0,江東区,East
89,2007,2021,1,14,85,7,0,江東区,East
60,2000,2021,1,21,80,10,0,江東区,East
99,2008,2021,1,13,90,6,0,江東区,East
31,1981,2021,1,40,75,10,0,江東区,East
60,2009,2021,1,12,70,6,0,江東区,East
59,2005,2021,1,16,70,5,0,江東区,East
88,2014,2021,1,7,85,12,0,江東区,East
60,2005,2021,1,16,70,4,0,江東区,East
90,2014,2021,1,7,85,5,0,江東区,East
