Price,BuildY,TradeY,TradeQ,Tenure,Size,Distance,D,District,Area,Group,ResY,ResD
60,2015,2021,1,6,55,3,0,CBD,CBD,55_CBD_3_6,-3.008921112268581e-9,-2.667421838964401e-11
95,2007,2021,1,14,80,4,0,CBD,CBD,80_CBD_4_14,-3.3755327422113623e-9,-2.9636959553158704e-11
19,1978,2021,1,43,45,4,0,CBD,CBD,45_CBD_4_43,-9.00000000066817,-9.367617792577221e-12
51,1998,2021,1,23,55,5,0,CBD,CBD,55_CBD_5_23,-3.0000000063384675,-3.320677066653843e-11
35,1980,2023,1,43,35,5,1,CBD,CBD,35_CBD_5_43,-1.5574812550767092e-9,-1.625055645604334e-11
94,2012,2023,1,11,65,4,1,CBD,CBD,65_CBD_4_11,-1.990542841667775e-9,-1.9960477715130764e-11
110,2003,2023,1,20,75,8,1,CBD,CBD,75_CBD_8_20,-45.000000003298226,-2.8526292439323697e-11
23,2003,2023,1,20,25,4,1,CBD,CBD,25_CBD_4_20,-1.000000005870433,0.33333333328249415
36,1977,2023,1,46,50,7,1,CBD,CBD,50_CBD_7_46,-2.506624241505051e-9,-2.4136026510745978e-11
110,2012,2023,1,11,65,2,1,CBD,CBD,65_CBD_2_11,-2.2669865984425996e-9,-2.2198465288170155e-11
65,2012,2023,1,11,50,2,1,CBD,CBD,50_CBD_2_11,-31.333333337072048,-3.314926111386285e-11
100,2007,2023,1,16,65,5,1,CBD,CBD,65_CBD_5_16,-4.181913482170785e-9,-3.7909675398850595e-11
90,2007,2023,1,16,60,5,1,CBD,CBD,60_CBD_5_16,-2.546300947869895e-9,-2.4565238732066064e-11
49,2008,2023,1,15,45,3,1,CBD,CBD,45_CBD_3_15,-3.112461399723543e-10,-5.224931598490912e-12
78,2001,2023,1,22,80,8,1,CBD,CBD,80_CBD_8_22,-3.542865556482866e-9,-3.161848560750968e-11
17,1988,2023,1,35,25,9,1,CBD,CBD,25_CBD_9_35,-1.7974173260881798e-9,-1.7673640329007867e-11
60,1996,2023,1,27,65,10,1,CBD,CBD,65_CBD_10_27,-8.070699664131098e-10,-9.376277532169297e-12
41,2004,2023,1,19,40,9,1,CBD,CBD,40_CBD_9_19,-3.3933957865883713e-9,-2.923128405996067e-11
50,2015,2023,1,8,40,6,1,CBD,CBD,40_CBD_6_8,-1.4889351973579323e-9,3.387823355183173e-11
33,1978,2023,1,45,45,9,1,CBD,CBD,45_CBD_9_45,-1.8923174138762988e-10,2.1747048606357566e-12
69,2015,2023,1,8,65,12,1,CBD,CBD,65_CBD_12_8,-3.500000004100201,0.4999999999640128
100,2012,2023,1,11,65,6,1,CBD,CBD,65_CBD_6_11,-4.777163553626451e-9,-4.531086617021174e-11
52,2013,2023,1,10,45,3,1,CBD,CBD,45_CBD_3_10,-1.6666666705662934,0.6666666666319314
94,2012,2023,1,11,60,6,1,CBD,CBD,60_CBD_6_11,-1.1049365866711014e-9,-1.3502088336281304e-11
78,2004,2023,1,19,80,5,1,CBD,CBD,80_CBD_5_19,-3.114863034170412e-9,-2.680744515259903e-11
20,1978,2023,1,45,30,4,1,CBD,CBD,30_CBD_4_45,7.610267971358553e-11,1.0650813564438977e-11
26,1978,2023,1,45,35,8,1,CBD,CBD,35_CBD_8_45,-1.4615579857490957e-9,-1.653033265824888e-11
120,2005,2023,1,18,75,1,1,CBD,CBD,75_CBD_1_18,-15.000000002829324,-2.5720536811491e-11
49,2004,2023,1,19,40,4,1,CBD,CBD,40_CBD_4_19,5.4999999999051425,3.4841018958786663e-12
77,2004,2023,1,19,55,5,1,CBD,CBD,55_CBD_5_19,8.499999999040554,0.49999999998750644
89,2015,2023,1,8,60,6,1,CBD,CBD,60_CBD_6_8,1.2499999969751627,0.749999999973959
90,2013,2023,1,10,75,10,1,CBD,CBD,75_CBD_10_10,-3.764554890040017e-9,-3.318811891972473e-11
20,2002,2023,1,21,25,3,1,CBD,CBD,25_CBD_3_21,-6.168882293877687e-9,-3.991740271658273e-11
68,2001,2023,1,22,60,10,1,CBD,CBD,60_CBD_10_22,-3.0000000059001337,-5.1167958758924215e-11
59,1994,2023,1,29,60,12,1,CBD,CBD,60_CBD_12_29,1.5806023156983429e-10,1.2846834707147536e-11
19,1980,2023,1,43,25,3,1,CBD,CBD,25_CBD_3_43,-0.5000000062840328,-2.0711210524382295e-11
79,2000,2023,1,23,75,7,1,CBD,CBD,75_CBD_7_23,-4.518398100117338e-9,-4.0669245748858884e-11
45,2008,2023,1,15,40,6,1,CBD,CBD,40_CBD_6_15,-2.2500000021791493,-2.1044943565584617e-11
38,2006,2023,1,17,25,4,1,CBD,CBD,25_CBD_4_17,1.5796786101418547e-10,1.0554224161296588e-11
14,1980,2023,1,43,25,11,1,CBD,CBD,25_CBD_11_43,5.6498805633964366e-11,4.7839510131097995e-12
30,1977,2023,1,46,55,12,1,CBD,CBD,55_CBD_12_46,-6.075097758184711e-9,-5.021449922537613e-11
80,2008,2023,1,15,55,6,1,CBD,CBD,55_CBD_6_15,-6.0941260926483665e-9,-5.0962789543973486e-11
80,2013,2023,1,10,60,4,1,CBD,CBD,60_CBD_4_10,-6.000000004516693,-4.0713876714448816e-11
47,1983,2023,1,40,50,12,1,CBD,CBD,50_CBD_12_40,-6.346567715809215e-10,-9.151124302775315e-12
49,2008,2023,1,15,40,6,1,CBD,CBD,40_CBD_6_15,1.7499999978208507,-2.1044943565584617e-11
140,2005,2023,1,18,80,2,1,CBD,CBD,80_CBD_2_18,-3.507125256874133e-9,-3.028644002256442e-11
41,2001,2023,1,22,45,3,1,CBD,CBD,45_CBD_3_22,-2.1868657995582907e-9,-2.1000756689204536e-11
38,1981,2023,1,42,55,6,1,CBD,CBD,55_CBD_6_42,-6.064212243472866e-9,-5.119060730862657e-11
92,2005,2023,1,18,65,3,1,CBD,CBD,65_CBD_3_18,-1.4757404187548673e-9,-1.659872239656579e-11
120,2006,2023,1,17,75,7,1,CBD,CBD,75_CBD_7_17,-3.33140803832066e-9,-2.916822339216196e-11
50,2001,2023,1,22,40,5,1,CBD,CBD,40_CBD_5_22,6.499999995761804,0.4999999999616267
47,2008,2023,1,15,40,6,1,CBD,CBD,40_CBD_6_15,-0.2500000021791493,-2.1044943565584617e-11
32,1977,2023,1,46,25,9,1,CBD,CBD,25_CBD_9_46,-2.042455093942408e-10,-3.914424340223377e-12
63,2008,2023,1,15,55,7,1,CBD,CBD,55_CBD_7_15,-5.1268926881675725e-9,-5.0059290046533533e-11
48,2008,2023,1,15,40,6,1,CBD,CBD,40_CBD_6_15,0.7499999978208507,-2.1044943565584617e-11
30,1978,2023,1,45,40,5,1,CBD,CBD,40_CBD_5_45,-5.333333339337912,-4.988431889785261e-11
55,1985,2023,1,38,55,6,1,CBD,CBD,55_CBD_6_38,-5.8447398032512865e-9,-5.243383505160182e-11
160,2017,2023,1,6,90,7,1,CBD,CBD,90_CBD_7_6,-3.4228264667035546e-9,-3.010236504508157e-11
30,1985,2023,1,38,45,6,1,CBD,CBD,45_CBD_6_38,-4.689127308665775e-9,-4.382094687116478e-11
59,2001,2023,1,22,60,3,1,CBD,CBD,60_CBD_3_22,0.33333333136410204,0.3333333333139725
34,2015,2023,1,8,30,7,1,CBD,CBD,30_CBD_7_8,-2.150784439436393e-9,-2.079136862676023e-11
100,2017,2023,1,6,65,7,1,CBD,CBD,65_CBD_7_6,-1.7542731711728266e-9,-1.7197798740653525e-11
25,2003,2023,1,20,25,1,1,CBD,CBD,25_CBD_1_20,-3.500000006315396,-3.877764775950254e-11
54,1983,2023,1,40,70,8,1,CBD,CBD,70_CBD_8_40,-1.2568364127218956e-9,-1.4652279389792966e-11
28,2008,2023,1,15,30,5,1,CBD,CBD,30_CBD_5_15,-1.5000000002367564,1.798672322195216e-11
65,1999,2023,1,24,65,11,1,CBD,CBD,65_CBD_11_24,-4.1130192585114855e-9,-3.761946310021358e-11
44,2017,2023,1,6,35,5,1,CBD,CBD,35_CBD_5_6,-6.875382041471312e-9,-1.482636236005419e-11
44,2017,2023,1,6,35,6,1,CBD,CBD,35_CBD_6_6,-6.276714259456639e-9,-4.282707521952034e-11
70,2015,2023,1,8,65,9,1,CBD,CBD,65_CBD_9_8,-3.5789184948953334e-9,-3.214095656289828e-11
20,1980,2023,1,43,40,12,1,CBD,CBD,40_CBD_12_43,-6.129859286829742e-9,-5.0645931892745466e-11
13,1981,2023,1,42,30,6,1,CBD,CBD,30_CBD_6_42,-2.1519497295230394e-10,1.0014211682118912e-13
19,1994,2023,1,29,25,9,1,CBD,CBD,25_CBD_9_29,-1.0236718139822187e-9,-1.3310685886835927e-11
67,2002,2023,1,21,65,4,1,CBD,CBD,65_CBD_4_21,-1.1277450084890006e-9,-1.4352519173144174e-11
48,1995,2023,1,28,45,6,1,CBD,CBD,45_CBD_6_28,-9.91683180018299e-10,-1.1695311386006324e-11
61,2002,2023,1,21,60,3,1,CBD,CBD,60_CBD_3_21,4.333333331314542,0.6666666666469645
75,2013,2023,1,10,55,4,1,CBD,CBD,55_CBD_4_10,-4.508109441303532e-9,-4.2011727430235624e-11
48,2015,2023,1,8,35,1,1,CBD,CBD,35_CBD_1_8,-6.6472125581640285e-9,-1.4763523736860407e-11
27,1983,2023,1,40,40,5,1,CBD,CBD,40_CBD_5_40,-9.000000002192706,-2.1261215010781598e-11
45,2012,2023,1,11,35,5,1,CBD,CBD,35_CBD_5_11,-1.382289838147699e-9,-1.5298873279334657e-11
69,2013,2023,1,10,50,1,1,CBD,CBD,50_CBD_1_10,5.49999999410106,0.49999999994732014
100,2018,2023,1,5,60,5,1,CBD,CBD,60_CBD_5_5,4.333333330055154,-2.8472335600326915e-11
29,1982,2023,1,41,40,5,1,CBD,CBD,40_CBD_5_41,-3.404494464120944e-9,-3.024713812749269e-11
42,1998,2023,1,25,40,1,1,CBD,CBD,40_CBD_1_25,-6.1275144958017336e-9,-5.011258075171554e-11
53,2010,2023,1,13,50,4,1,CBD,CBD,50_CBD_4_13,-6.240995276129979e-9,-4.04272171294906e-11
78,2003,2023,1,20,60,5,1,CBD,CBD,60_CBD_5_20,-6.079943659642595e-9,-5.165112781924108e-11
50,1980,2023,1,43,60,11,1,CBD,CBD,60_CBD_11_43,-1.9663133343783556e-9,-1.911959479627967e-11
19,1983,2023,1,40,25,8,1,CBD,CBD,25_CBD_8_40,-2.5024853300692484e-9,-2.41184849869569e-11
35,1979,2023,1,44,55,11,1,CBD,CBD,55_CBD_11_44,-5.793765467387857e-9,-5.05095965053215e-11
110,2015,2023,1,8,60,7,1,CBD,CBD,60_CBD_7_8,13.499999995175969,-4.61017890529547e-11
130,2015,2023,1,8,75,7,1,CBD,CBD,75_CBD_7_8,-4.001833531219745e-9,-3.568856321578551e-11
140,2015,2023,1,8,80,7,1,CBD,CBD,80_CBD_7_8,-4.30330260314804e-9,-3.942357551522946e-11
61,2012,2023,1,11,40,6,1,CBD,CBD,40_CBD_6_11,-6.051863010725356e-9,-5.128253377506553e-11
130,2015,2023,1,8,75,7,1,CBD,CBD,75_CBD_7_8,-4.001833531219745e-9,-3.568856321578551e-11
110,2015,2023,1,8,65,7,1,CBD,CBD,65_CBD_7_8,-2.194823878198804e-9,-2.1557644558356515e-11
37,2014,2023,1,9,30,6,1,CBD,CBD,30_CBD_6_9,-1.2748913036375598e-9,-1.5127898933542383e-11
200,2015,2023,1,8,85,6,1,CBD,CBD,85_CBD_6_8,-3.3379023989255074e-9,-3.004729798306016e-11
38,1980,2023,1,43,50,5,1,CBD,CBD,50_CBD_5_43,0.9999999937753756,-4.044253820723043e-11
21,1984,2023,1,39,30,6,1,CBD,CBD,30_CBD_6_39,-6.05744787662843e-9,-5.127276381244883e-11
58,2013,2023,1,10,60,4,1,CBD,CBD,60_CBD_4_10,-28.000000004516693,-4.0713876714448816e-11
84,2001,2023,1,22,90,9,1,CBD,CBD,90_CBD_9_22,-3.903210199496243e-9,-3.524247560449112e-11
71,2012,2023,1,11,75,5,1,CBD,CBD,75_CBD_5_11,-3.790631808442413e-9,-3.432676365378029e-11
34,1973,2023,1,50,50,3,1,CBD,CBD,50_CBD_3_50,-6.0869140838804014e-9,-5.041322914678403e-11
30,1994,2023,1,29,55,8,1,CBD,CBD,55_CBD_8_29,-2.5000000058392757,-5.177858142246805e-11
35,1994,2023,1,29,55,8,1,CBD,CBD,55_CBD_8_29,2.4999999941607243,-5.177858142246805e-11
40,2006,2023,1,17,45,5,1,CBD,CBD,45_CBD_5_17,-6.29786001127286e-9,-3.537570236744614e-11
26,2005,2023,1,18,35,8,1,CBD,CBD,35_CBD_8_18,-5.833175720226791e-9,-5.0753623526134106e-11
22,1990,2023,1,33,40,10,1,CBD,CBD,40_CBD_10_33,-6.36521235719556e-9,-2.7720270523445834e-11
30,2008,2023,1,15,40,3,1,CBD,CBD,40_CBD_3_15,-4.7103405620418926e-9,-4.456190971779961e-11
42,2014,2023,1,9,55,6,1,CBD,CBD,55_CBD_6_9,-20.00000000590923,-5.1747051088568696e-11
54,1998,2023,1,25,45,6,1,CBD,CBD,45_CBD_6_25,-6.368168214976322e-9,-3.469713405479524e-11
200,2016,2023,1,7,90,10,1,CBD,CBD,90_CBD_10_7,-3.551463123585563e-9,-3.2165825558649885e-11
39,2003,2023,1,20,35,1,1,CBD,CBD,35_CBD_1_20,-4.098993144907581e-9,-3.675171278416656e-11
69,1983,2023,1,40,70,4,1,CBD,CBD,70_CBD_4_40,-3.6627056942961644e-9,-3.204037035686724e-11
100,2015,2023,1,8,70,4,1,CBD,CBD,70_CBD_4_8,-2.5206361442542402e-9,-2.371813856427707e-11
120,2015,2023,1,8,70,3,1,CBD,CBD,70_CBD_3_8,0.7499999957601062,-3.916156288141792e-11
84,1998,2023,1,25,70,7,1,CBD,CBD,70_CBD_7_25,6.999999996677772,-2.97788460557058e-11
46,2013,2023,1,10,35,4,1,CBD,CBD,35_CBD_4_10,5.499999999901675,0.500000000003846
25,1978,2023,1,45,30,9,1,CBD,CBD,30_CBD_9_45,2.99999999381933,0.4999999999594451
42,1980,2023,1,43,50,4,1,CBD,CBD,50_CBD_4_43,-5.232507760410954e-9,-5.031641769903672e-11
52,1980,2023,1,43,65,3,1,CBD,CBD,65_CBD_3_43,-3.4308413887629285e-9,-3.1059377292308454e-11
79,2001,2023,1,22,70,2,1,CBD,CBD,70_CBD_2_22,-3.302545792394085e-9,-2.8365088056148124e-11
17,1980,2023,1,43,25,2,1,CBD,CBD,25_CBD_2_43,-6.157357290703658e-9,-4.280997778494111e-11
20,1989,2023,1,34,25,2,1,CBD,CBD,25_CBD_2_34,-6.057000234704901e-9,-5.05211428247776e-11
75,2004,2023,1,19,60,1,1,CBD,CBD,60_CBD_1_19,-5.226056032370252e-9,-5.01698682597862e-11
44,2002,2023,1,21,40,4,1,CBD,CBD,40_CBD_4_21,-7.438600846398913e-10,-9.642286968869485e-12
65,1979,2023,1,44,60,6,1,CBD,CBD,60_CBD_6_44,-2.5751063503776095e-9,-2.4703572520934358e-11
68,1997,2023,1,26,75,6,1,CBD,CBD,75_CBD_6_26,-11.000000004266639,-3.9294123510558165e-11
68,2011,2023,1,12,60,5,1,CBD,CBD,60_CBD_5_12,-5.589328111454961e-9,-5.093170329928398e-11
120,1997,2023,1,26,75,5,1,CBD,CBD,75_CBD_5_26,-3.340190346534655e-9,-3.004507753701091e-11
77,1988,2023,1,35,85,7,1,CBD,CBD,85_CBD_7_35,-0.5000000042526267,-3.934541581429585e-11
41,2004,2023,1,19,40,6,1,CBD,CBD,40_CBD_6_19,-1.637530999687442e-9,-1.705369179205718e-11
38,1980,2023,1,43,55,4,1,CBD,CBD,55_CBD_4_43,-6.294413879004424e-10,-9.237055564881302e-12
59,1988,2023,1,35,70,6,1,CBD,CBD,70_CBD_6_35,-1.0726850518949504e-9,-1.3356427075450483e-11
78,1988,2023,1,35,85,7,1,CBD,CBD,85_CBD_7_35,0.4999999957473733,-3.934541581429585e-11
120,2004,2023,1,19,65,2,1,CBD,CBD,65_CBD_2_19,30.333333328508786,0.6666666666210883
38,1998,2023,1,25,40,3,1,CBD,CBD,40_CBD_3_25,-7.0000000032120155,-2.7687185877312004e-11
45,2007,2023,1,16,35,2,1,CBD,CBD,35_CBD_2_16,-4.499419503645186e-9,-4.097433503602588e-11
42,1999,2023,1,24,40,3,1,CBD,CBD,40_CBD_3_24,-5.944649217326514e-9,-5.2653437165872674e-11
83,1997,2023,1,26,55,6,1,CBD,CBD,55_CBD_6_26,-5.84958570470917e-9,-5.202038799723141e-11
63,1995,2023,1,28,60,7,1,CBD,CBD,60_CBD_7_28,-4.2455852167222474e-9,-3.867550724123703e-11
120,2017,2023,1,6,75,4,1,CBD,CBD,75_CBD_4_6,-5.000000004511747,-4.287259436352997e-11
33,2018,2023,1,5,30,4,1,CBD,CBD,30_CBD_4_5,-1.7775292349142546e-9,-1.741295996282588e-11
24,2011,2023,1,12,25,5,1,CBD,CBD,25_CBD_5_12,-0.5000000049492819,0.49999999995265165
130,2017,2023,1,6,75,2,1,CBD,CBD,75_CBD_2_6,-35.000000003549616,-3.1608493600288057e-11
70,2008,2023,1,15,55,2,1,CBD,CBD,55_CBD_2_15,-2.7065993890573736e-9,-2.556732603409273e-11
33,2006,2023,1,17,35,4,1,CBD,CBD,35_CBD_4_17,-6.4699321455918835e-9,-3.0402791395545137e-11
23,2008,2023,1,15,25,2,1,CBD,CBD,25_CBD_2_15,-2.00000000679546,0.49999999998505684
44,1983,2023,1,40,60,4,1,CBD,CBD,60_CBD_4_40,-1.500000001193662,0.49999999998532596
37,2004,2023,1,19,40,5,1,CBD,CBD,40_CBD_5_19,-3.988674279753468e-9,-3.485012278758859e-11
27,2016,2023,1,7,25,7,1,CBD,CBD,25_CBD_7_7,9.669065548223443e-11,1.1048717496464633e-11
26,2007,2023,1,16,25,6,1,CBD,CBD,25_CBD_6_16,-2.367414708714932e-9,-2.2717161485275028e-11
44,2017,2023,1,6,40,6,1,CBD,CBD,40_CBD_6_6,-7.000000005500475,-4.983791157542328e-11
26,2013,2023,1,10,30,7,1,CBD,CBD,30_CBD_7_10,-1.1498997309900005e-9,-1.4332979247910771e-11
79,2011,2023,1,12,55,5,1,CBD,CBD,55_CBD_5_12,-3.814534466073383e-9,-3.329048148259517e-11
140,2004,2023,1,19,80,3,1,CBD,CBD,80_CBD_3_19,-3.25508153764531e-9,-2.794164899455609e-11
37,2003,2023,1,20,35,3,1,CBD,CBD,35_CBD_3_20,-3.3801939025579486e-10,-5.278444348277844e-12
78,2015,2023,1,8,55,7,1,CBD,CBD,55_CBD_7_8,9.249999996650274,0.49999999997126543
83,2015,2023,1,8,60,7,1,CBD,CBD,60_CBD_7_8,-13.500000004824031,-4.61017890529547e-11
77,2015,2023,1,8,55,7,1,CBD,CBD,55_CBD_7_8,8.249999996650274,0.49999999997126543
77,2009,2023,1,14,60,2,1,CBD,CBD,60_CBD_2_14,-1.1947349776164629e-9,-1.3988366021067122e-11
17,1978,2023,1,45,45,4,1,CBD,CBD,45_CBD_4_45,-6.500000006436931,-2.9100277743054903e-11
120,2018,2023,1,5,75,3,1,CBD,CBD,75_CBD_3_5,-3.0985631838120753e-9,-2.6642243966534807e-11
120,2018,2023,1,5,75,3,1,CBD,CBD,75_CBD_3_5,-3.0985631838120753e-9,-2.6642243966534807e-11
53,1977,2023,1,46,70,2,1,CBD,CBD,70_CBD_2_46,-1.8854677819035714e-9,-1.864375320792533e-11
40,1977,2023,1,46,55,4,1,CBD,CBD,55_CBD_4_46,-2.3270345650416857e-9,-2.2244872610599487e-11
55,2009,2023,1,14,50,5,1,CBD,CBD,50_CBD_5_14,-25.000000004719254,0.33333333328886927
57,2011,2023,1,12,35,1,1,CBD,CBD,35_CBD_1_12,-6.391658757820551e-9,-3.171596318907177e-11
85,2003,2023,1,20,80,3,1,CBD,CBD,80_CBD_3_20,-4.20476453655283e-9,-3.810329829434522e-11
50,1979,2023,1,44,75,3,1,CBD,CBD,75_CBD_3_44,-7.500000005281301,0.4999999999497422
15,1979,2023,1,44,35,2,1,CBD,CBD,35_CBD_2_44,-1.9872459233738482e-10,2.150279954094003e-12
110,2011,2023,1,12,70,4,1,CBD,CBD,70_CBD_4_12,-1.7084289538615849e-9,-1.6966206217716717e-11
80,2000,2023,1,23,60,2,1,CBD,CBD,60_CBD_2_23,2.4999999956830408,0.4999999999596767
80,2015,2023,1,8,70,8,1,CBD,CBD,70_CBD_8_8,-2.027050527431129e-9,-1.9845458609779598e-11
43,2017,2023,1,6,30,7,1,CBD,CBD,30_CBD_7_6,-3.3285516565229045e-9,-3.0222269131741086e-11
39,2010,2023,1,13,35,13,1,CBD,CBD,35_CBD_13_13,-4.684622467721056e-9,-4.509059792212611e-11
19,1974,2023,1,49,40,7,1,CBD,CBD,40_CBD_7_49,-3.5244909213361097e-09,-3.165800954718634e-11
35,1991,2023,1,32,60,10,1,CBD,CBD,60_CBD_10_32,-4.130427555537608e-9,-3.7621905590867755e-11
48,2014,2023,1,9,40,7,1,CBD,CBD,40_CBD_7_9,-4.328683189669391e-9,-4.007461029686965e-11
99,2003,2023,1,20,75,5,1,CBD,CBD,75_CBD_5_20,-3.3392382192687364e-9,-2.883315808333009e-11
95,2004,2023,1,19,70,4,1,CBD,CBD,70_CBD_4_19,13.99999999569792,-3.9479530755670567e-11
21,2004,2023,1,19,25,1,1,CBD,CBD,25_CBD_1_19,-2.7060877982876264e-9,-2.5186297492041376e-11
20,2004,2023,1,19,25,5,1,CBD,CBD,25_CBD_5_19,-2.8543922780954745e-10,-4.621636406909602e-12
48,2004,2023,1,19,40,3,1,CBD,CBD,40_CBD_3_19,1.4999999938476236,-4.6428638711404346e-11
110,2012,2023,1,11,75,6,1,CBD,CBD,75_CBD_6_11,-3.754990984816686e-9,-3.259637004759952e-11
46,1978,2023,1,45,55,6,1,CBD,CBD,55_CBD_6_45,-6.0693707837344846e-9,-5.116995716036854e-11
90,1997,2023,1,26,75,6,1,CBD,CBD,75_CBD_6_26,10.999999995733361,-3.9294123510558165e-11
72,1997,2023,1,26,65,6,1,CBD,CBD,65_CBD_6_26,-4.407269216244458e-9,-4.123656971444234e-11
54,2012,2023,1,11,45,6,1,CBD,CBD,45_CBD_6_11,-5.300300642829825e-9,-5.053668594712235e-11
70,2000,2023,1,23,45,8,1,CBD,CBD,45_CBD_8_23,-4.780787321578828e-9,-4.510170015237236e-11
40,1983,2023,1,40,45,3,1,CBD,CBD,45_CBD_3_40,-2.1061410393485858e-9,-2.0013990464917697e-11
39,2011,2023,1,12,35,5,1,CBD,CBD,35_CBD_5_12,2.499999993906215,0.49999999995084776
48,1992,2023,1,31,50,3,1,CBD,CBD,50_CBD_3_31,-1.6865087104633858e-9,-1.695577012128524e-11
34,1999,2023,1,24,35,6,1,CBD,CBD,35_CBD_6_24,-2.307636748355435e-9,-2.2078339156905713e-11
59,1986,2023,1,37,60,2,1,CBD,CBD,60_CBD_2_37,-5.0106052640330745e-9,-4.840061684774355e-11
72,2011,2021,1,10,65,9,0,CBD,CBD,65_CBD_9_10,-2.555026412665029e-9,-2.5178747975473925e-11
25,1976,2021,1,45,35,9,0,CBD,CBD,35_CBD_9_45,-2.0610002593457466e-10,-3.7199132663090495e-12
72,1973,2021,1,48,85,7,0,CBD,CBD,85_CBD_7_48,-4.000000003419743,-3.125788516911143e-11
100,2003,2021,1,18,80,1,0,CBD,CBD,80_CBD_1_18,-1.7500000033509195,-0.7500000000310776
68,2012,2021,1,9,55,1,0,CBD,CBD,55_CBD_1_9,-6.19780848865048e-9,-4.8475001790393435e-11
72,2004,2021,1,17,60,4,0,CBD,CBD,60_CBD_4_17,-3.3099212259912747e-9,-3.0289326602428446e-11
60,2005,2021,1,16,55,9,0,CBD,CBD,55_CBD_9_16,-1.105675551116292e-9,-1.2750911437819923e-11
78,2012,2021,1,9,75,8,0,CBD,CBD,75_CBD_8_9,-5.500000003725944,-0.5000000000334321
73,2005,2021,1,16,60,4,0,CBD,CBD,60_CBD_4_16,2.4999999962316224,-3.4212632726848824e-11
50,1983,2021,1,38,65,10,0,CBD,CBD,65_CBD_10_38,0.49999999929535477,-9.807710199538633e-12
70,2011,2021,1,10,65,6,0,CBD,CBD,65_CBD_6_10,-1.904851387735107e-9,-1.894351342457412e-11
40,1981,2021,1,40,45,5,0,CBD,CBD,45_CBD_5_40,-5.6940834269880725e-9,-5.126743474193063e-11
80,1973,2021,1,48,85,7,0,CBD,CBD,85_CBD_7_48,3.9999999965802573,-3.125788516911143e-11
88,2016,2021,1,5,75,11,0,CBD,CBD,75_CBD_11_5,-5.11300868311082e-9,-4.9289683445863375e-11
49,1983,2021,1,38,65,10,0,CBD,CBD,65_CBD_10_38,-0.5000000007046452,-9.807710199538633e-12
45,1991,2021,1,30,60,8,0,CBD,CBD,60_CBD_8_30,7.822364977982943e-11,8.033351761582708e-12
44,2012,2021,1,9,35,5,0,CBD,CBD,35_CBD_5_9,-6.388482631791703e-9,-3.362021772090884e-11
110,2015,2021,1,6,70,7,0,CBD,CBD,70_CBD_7_6,-10.000000005076942,-5.00119945456845e-11
50,2003,2021,1,18,60,11,0,CBD,CBD,60_CBD_11_18,-6.203251246006403e-9,-4.079647730748093e-11
24,1972,2021,1,49,60,11,0,CBD,CBD,60_CBD_11_49,-2.2360069351634593e-10,9.805489753489383e-13
35,1973,2021,1,48,55,7,0,CBD,CBD,55_CBD_7_48,-2.3578650143463165e-9,-2.201194782003313e-11
23,2007,2021,1,14,25,1,0,CBD,CBD,25_CBD_1_14,-5.178122819415876e-9,5.928568747037843e-11
82,1997,2021,1,24,85,8,0,CBD,CBD,85_CBD_8_24,-34.000000004226436,-0.5000000000387601
42,1974,2021,1,47,60,1,0,CBD,CBD,60_CBD_1_47,-4.604039816058503e-9,-4.247091567322059e-11
65,1983,2021,1,38,75,2,0,CBD,CBD,75_CBD_2_38,-3.3606397664698306e-9,-2.96023205947904e-11
62,2010,2021,1,11,60,5,0,CBD,CBD,60_CBD_5_11,-2.5097364186876803e-9,-2.4425350630963294e-11
58,1980,2021,1,41,75,1,0,CBD,CBD,75_CBD_1_41,-4.508137863012962e-9,-4.167044487246585e-11
80,2001,2021,1,20,85,7,0,CBD,CBD,85_CBD_7_20,-3.6544918202707777e-9,-3.2591263021686245e-11
33,2004,2021,1,17,40,4,0,CBD,CBD,40_CBD_4_17,-8.50000000261052,-2.5193180874794052e-11
53,1999,2021,1,22,60,8,0,CBD,CBD,60_CBD_8_22,-4.500000005818713,-5.129652258517581e-11
43,2004,2021,1,17,45,1,0,CBD,CBD,45_CBD_1_17,-11.000000001610992,-1.6251222589858116e-11
110,2015,2021,1,6,75,9,0,CBD,CBD,75_CBD_9_6,23.272727271155816,-1.6264101176943768e-11
110,2015,2021,1,6,75,9,0,CBD,CBD,75_CBD_9_6,23.272727271155816,-1.6264101176943768e-11
21,2003,2021,1,18,25,3,0,CBD,CBD,25_CBD_3_18,-2.666666672936678,-0.6666666666875956
56,1999,2021,1,22,55,8,0,CBD,CBD,55_CBD_8_22,-4.500000006116615,-5.030553751339539e-11
23,1977,2021,1,44,35,5,0,CBD,CBD,35_CBD_5_44,-4.122782115700829e-9,-3.761191358364613e-11
60,1997,2021,1,24,60,3,0,CBD,CBD,60_CBD_3_24,-5.892921706163179e-9,-5.182632101252693e-11
46,1983,2021,1,38,50,1,0,CBD,CBD,50_CBD_1_38,-3.7313370171432325e-9,-3.3342884009357476e-11
29,2015,2021,1,6,35,8,0,CBD,CBD,35_CBD_8_6,-1.1189982274117938e-9,-1.329758525514535e-11
33,1982,2021,1,39,80,1,0,CBD,CBD,80_CBD_1_39,-3.012857519024692e-9,-2.5622837185323988e-11
14,1979,2021,1,42,30,2,0,CBD,CBD,30_CBD_2_42,-6.475644909187395e-9,-1.4389156532956804e-11
